,Feci_Vecpac-WT_3297REP_01032024,Feci_Vecpac-WT_3302_29022024,Feci_Vecpac-WT_3307_29022024,Feci_Vecpac-WT_3319_29022024,Feci_Vecpac-WT_3329_29022024,Feci_Vecpac-WT_3337_29022024,Feci_Vecpac-WT_3353_29022024,Feci_Vecpac-WT_3354_29022024,Feci_Vecpac-WT_3369_29022024,Feci_Vecpac-WT_3673_28022024,Feci_Vecpac-WT_3674_28022024,Feci_Vecpac-WT_3675_28022024,Feci_Vecpac-WT_3677_28022024,Feci_Vecpac-WT_3678_28022024,Feci_Vecpac-WT_3679_29022024,Feci_Vecpac-WT_3680_29022024,Feci_Vecpac-WT_3681_29022024,Feci_Vecpac-WT_3687_29022024,Feci_Vecpac-WT_3688_29022024
Pentanedioic acid, 2.086746e+00,-7.226464e-02, 2.021392e-01,-7.856380e-01, 4.991845e-01,-6.818182e-01, 2.678538e+00, 1.209756e+00,-8.520926e-01,-4.514901e-01,-1.103339e-02,-1.264904e-01, 4.426508e-01,-6.232773e-01,-4.650813e-01,-2.226241e-01, 6.132031e-01,-9.003021e-05,-4.281952e-01
"Pentanoic acid, 4-methyl-2-oxo-",-0.4884764489,-0.4888172648,-0.4767088657,-0.4884290328,-0.4883130145,-0.4888643321,-0.4882417110, 6.5148290864,-0.4878564323,-0.4882348140, 3.3227943570,-0.4872082378,-0.4880738683, 1.2983750883,-0.4887846659,-0.4886245068,-0.4887169542, 4.3574076020,-0.4886891242
Pentanoic acid, 0.546752912,-0.362649953, 0.023355490,-0.373239710,-0.031944495,-0.331747533,-0.370927128, 0.644296567, 0.032652647,-0.052184437,-0.371957789, 0.957918380, 0.117442928, 0.011830588,-0.504627055, 0.121930512,-0.334563687,-0.154415604,-0.073720815
"Pentitol, 3-desoxy", 0.208711725, 0.739570902,-0.429928299,-0.328948599, 0.721272309,-0.656856797, 0.875287850, 0.188647925,-0.408773612,-0.570646934, 0.269016379,-0.340562565, 0.233709571,-0.423366336, 0.117273869,-0.337818328,-0.767636200,-0.740408581, 0.388123229
Phenol, 0.047675304,-0.356181372, 0.191458820,-0.159160777,-0.444651405,-0.191234909,-0.477305567,-0.333517915,-0.374403665,-0.457256650,-0.474760509,-0.398004411,-0.401915647,-0.488476920,-0.555939315,-0.440308582,-0.512290626,-0.459427719,-0.467569902
phenoxyethanol, 0.348073299,-0.366849633, 0.256837192, 0.057309451,-0.062517946, 0.051255586,-0.031313317, 0.105340078,-0.183320056,-0.215394186,-0.008946727,-0.012060906,-0.157493864,-0.124895747,-0.157364059,-0.179657187,-0.211985389,-0.162824073,-0.153212144
Phenylalanine,-0.459883319, 1.620843830, 1.003896784, 0.841401840, 2.005775979,-0.083559255,-0.031978926,-0.381000668,-0.421450782,-0.705412433,-0.409788119,-0.603871817,-0.679675247,-0.596727880, 0.662465572,-0.251743776,-0.372426537,-0.559899473,-0.108862220
Phenylpropanolamine,-0.564057479,-0.564058218,-0.564056788,-0.564057376,-0.564057124, 0.603837156,-0.564056970,-0.348769540,-0.564056134,-0.564056955, 0.841511160, 0.336023202,-0.564056606,-0.564057184, 0.213948560, 0.452534759, 0.206500247, 0.338268510, 0.604123198
Phloretic acid, 0.70130045, 0.18370111,-0.36858435, 0.08506028, 0.81471455,-0.37797787,-0.36969694,-0.38112060,-0.36457270,-0.36960521,-0.36553713,-0.35595165,-0.36746462, 0.22026994,-0.37691830,-0.06525181,-0.37601773,-0.37377448,-0.37564758
Phthalazin-1-one, 0.832153667,-0.246886194,-0.128198300,-0.325999451,-0.096955513,-0.277352216,-0.151251229, 0.196419845, 0.007013467,-0.143207560, 0.194446192, 0.665123057, 0.105352398,-0.172914117,-0.216690778, 0.022835067,-0.311695871,-0.105360886,-0.104957907
Phthalimide,-0.3232528157,-0.3293358656,-0.3175700225, 5.2942390968,-0.3203357573,-0.3301759459, 5.5462138433,-0.3343934390, 2.8796518879,-0.3189399971,-0.3134806986,-0.3006171608,-0.3160673594,-0.3208266874,-0.3287540239,-0.3258954267,-0.3275454725,-0.3245350807,-0.3270487486
Picolinic acid, 9.812360e-01,-3.522751e-01, 2.730452e-01, 6.615601e-02,-1.746686e-01, 4.166591e-02,-4.353964e-01, 2.794112e-02,-3.134281e-01,-3.639373e-01,-2.518877e-01, 1.735222e-01,-1.389103e-01,-3.021351e-01,-5.379618e-01,-1.996657e-01,-2.124761e-01,-5.536474e-01,-5.953340e-01
Pimelic acid, 0.363696148,-0.196729981,-0.018264729,-0.169712055,-0.191520032,-0.223228756,-0.230213127,-0.123597246,-0.189480398,-0.219316982,-0.109242874,-0.082042644,-0.230337099,-0.235149006,-0.231211773,-0.107732496,-0.234134925,-0.231706091,-0.212749822
Pipecolic acid, 0.749965549, 1.672637905, 0.915180262, 1.438506372, 0.004874764,-0.283709711, 1.057353181,-0.476166430,-0.703271200, 0.239746417, 0.057363735, 0.601560569, 1.333737349,-0.029707793, 0.475266919, 0.394367887, 1.436961436,-0.098466744,-0.083953844
"Pregn-4-ene-3,20-dione, 16,17-epoxy-, (16alpha)", 3.935810474,-0.315111368,-0.315094451,-0.315110826,-0.315110664,-0.315111434,-0.315110564,-0.315111764,-0.315110026,-0.315110555,-0.315110127,-0.315109120,-0.315110330,-0.315110702,-0.315111323, 0.760658218,-0.315111228,-0.315110993,-0.315111189
"Propane, 2-methyl", 1.1228343659,-0.4601130167, 0.0942757968,-0.1238772006, 0.0088297966,-0.7090028208,-0.1531012080, 0.5091120142, 0.0989797192,-0.0988128179, 0.2683895552, 0.4526612848, 0.0323047186,-0.0968297398,-0.1348835799,-0.7058649281, 0.0203766210, 0.1062352060,-0.0865173071
Propanedioic acid, 0.25521322,-0.46081431,-0.31435999,-1.04568095,-0.35345809,-0.60226374,-0.72697944, 0.47709825,-0.32447875,-0.35975576,-0.51306226, 0.03785187,-0.29269890,-0.66912095,-0.98669065, 0.43607480,-0.17352428,-0.53740481,-0.27025726
"Propanoic acid, 2-methyl-, hexyl ester",-0.37386998, 3.27667309,-0.37195529,-0.37358484,-0.37288714,-0.37620258,-0.37245835,-0.37762357,-0.37014142,-0.37241687,-0.37057748,-0.36624340,-0.37144900, 0.15945252, 3.96196961,-0.37476035,-0.37531630,-0.37430201,-0.37514894
"Propanoic acid, 2-oxo",-0.37958915,-0.38293688,-0.37646170,-0.37912340,-0.37798379, 2.18670959,-0.37728340,-0.38572024, 0.69937446,-0.37721565,-0.37421120,-0.36713193,-0.37563473, 0.58192916,-0.38261667,-0.38104348,-0.38195156,-0.38029483,-0.38167819
"Propanoic acid, 2-hydroxy-3-phosphate-",-0.70888291,-0.70906047,-0.02082133,-0.11513245,-0.70879776, 0.22299551, 1.22982214,-0.70920810,-0.70855989,-0.70875702, 1.12842668,-0.70822219, 1.30357004, 2.00419046, 0.80098579,-0.55592546,-0.06058746, 1.38822128, 2.59250204
Propylamine, 0.940959211,-0.029797557,-0.388422446,-0.401833684, 0.235957443,-0.357247081, 0.049663891, 0.896162789, 0.304058941, 0.142179352, 0.268890161, 0.624727653, 0.162034348, 0.091591247,-0.118137359,-0.430196667, 0.098507176, 0.092381552, 0.166286826
Protocatechoic acid, 1.9119649756,-1.0688941299, 0.3621146607,-1.0622026080, 0.6353147925,-0.2305710960,-0.4191743449, 0.6889337386,-0.3616043186,-0.4896662431, 0.3298800104, 1.0527749679, 0.6007645715,-0.4532220425,-0.0118038682,-0.4345307929,-0.0016042425,-0.0619591218,-0.5894562924
Putrescine,-0.30734407,-0.32736921,-0.37036420,-0.31126413, 0.24852970,-0.44457342,-0.17459678, 0.31653133, 1.24083769,-0.21049720,-0.44280555,-0.33796263,-0.30388185,-0.44358342, 0.03963131, 0.12787713,-0.40607874,-0.35015751,-0.34176352
Pyridoxic acid,-0.5984228222, 0.8637256924, 1.3499666177, 0.5984433475, 1.2413121578,-0.6002903717,-0.5972926246, 2.1901449250, 1.2304697520, 0.1363467524,-0.5957867438,-0.5923167391, 0.8957954722, 0.0781507253,-0.5999068010, 0.5946498250,-0.5995807882, 0.7937140958, 0.0771118596
Pyridoxine,-0.29382018,-0.29659950,-0.29122373,-0.29343350,-0.29248739,-0.29698333,-0.29190591,-0.29891028,-0.28876401, 1.09970187, 8.98645324,-0.28347805, 1.93719064,-0.29271169,-0.29633366,-0.29502757,-0.29578147,-0.29440604, 0.72998229
Pyrogallol,-0.104085641,-0.441191480,-0.337333939,-0.469099178,-0.211841486,-0.481121802,-0.399067309, 0.003555841,-0.277303924,-0.773559614,-0.806660979,-0.680645921,-0.914692193,-0.756789651,-0.259838819,-0.032321179,-0.055847061,-0.241820153,-0.082156138
Pyroglutamic acid,-0.141069414,-0.143553780,-0.138748516,-0.140723776,-0.139878064,-0.143896875,-0.139358300,-0.145619333,-0.136549824,-0.139308024,-0.137078403,-0.131824832,-0.138134816,-0.140078564,-0.143316151,-0.142148677,-0.142822569,-0.141593101,-0.142619703
Pyrrole-2-carboxylic acid, 0.175914706, 0.446218192, 0.490610056,-0.350681453,-0.799416173, 1.101565198, 0.305313251, 0.883346385,-0.524775285, 0.728025570,-0.392838080,-0.846020070,-0.718386873,-0.622212070, 0.626248766,-0.622618964, 1.599000186,-1.019782376,-0.659949821
Ribitol,-0.535823739, 1.355942737, 0.600965664,-0.008112404,-0.022362178,-0.067865920, 0.363480409,-0.434896401,-0.760521141,-0.286143796, 0.322497826, 0.076795244, 0.167944883, 0.142667486,-0.299646391,-0.576476436, 0.172596471,-0.243250619,-0.204455004
Ribonic acid, 2.15246142, 0.63403248,-0.90441623,-1.22809271, 1.06364275, 0.19470930,-0.07899772, 1.72135565, 0.29700762, 1.05087279,-1.08511947, 0.45742613,-1.09963654, 0.39779372, 1.02827192,-1.40656824, 0.36617246, 0.38419984,-1.17992330
Salsoline, 1.195782234,-0.341039073,-0.312444190,-0.097935940,-0.353525101,-0.133272144,-0.336006521,-0.337773586,-0.352317319,-0.352599542,-0.349747144,-0.328668645,-0.307822228,-0.316568303,-0.351577252,-0.360111313,-0.365064401,-0.252114927,-0.347005932
Sebacic acid, 5.96485824,-0.52142943,-0.51792276, 1.49417400, 1.20031111,-0.52167981,-0.51836776,-0.52293678,-0.51631825,-0.51833107, 1.66263353,-0.51287016,-0.51747491, 0.94508126, 1.13245775,-0.52040405,-0.52089583,-0.51999862,-0.52074779
Sedoheptulose anhydride, 1.292885146, 0.993439715, 0.596442433,-0.639954903,-0.763833492,-0.091317901,-0.502248576, 0.030760128,-0.691633497, 0.264100819,-0.233990207, 0.146303930,-0.304844473,-0.355504099,-0.582102201, 0.180482270, 0.895820432,-0.094323784,-0.048490434
Serine, 1.460104258, 0.710920990, 0.877088131, 1.152722396, 3.471909767,-0.339690763, 0.108575384, 0.698612111,-0.011319213,-0.565321614,-1.188831291,-0.146564187,-1.028037305,-0.613055381,-0.493165263, 0.247395055, 0.318940316,-0.464154284,-0.411704892
Ser-Leu, 0.6113288587, 0.3009258476, 1.1266505875, 0.8528039709,-0.0327028676,-0.4179220000, 0.3046506936, 0.2369055889,-0.7299013242,-0.1502304305,-0.7300859961, 0.0520304269,-0.7304550792, 0.1522312400,-0.7322653027, 0.4620507444,-0.1514368364, 0.1884105799, 0.6355345021
Sinapinic acid,-0.363329620,-0.363344844,-0.139514661, 0.877505194,-0.363322320,-0.363346947,-0.363319135,-0.363357502,-0.363301924,-0.363318826,-0.363305164,-0.363272970,-0.363311637,-0.363323548,-0.363343388,-0.363336234,-0.362928797,-0.363332829,-0.363339120
Stearic acid,-0.500724660,-0.499035201,-0.512931336,-0.490303164,-0.512385742,-0.512850609,-0.513175970,-0.512618312,-0.475556572,-0.511230794,-0.511884338,-0.510378230,-0.494604268,-0.511796729,-0.512957822,-0.502656413, 0.013168199, 0.135124236,-0.512871235
"Stigmast-5-ene, 3beta",-0.50084678, 0.56530952,-0.49910442, 2.60940870,-0.49995240, 0.18395252, 3.78905131,-0.50426252,-0.49745380,-0.49952446,-0.49785062,-0.49390662,-0.49864370,-0.50010292,-0.50253346,-0.50165701,-0.50216292,-0.50123992,-0.50201062
Stigmastanol,-0.275184698,-0.277401533,-0.273113728,-0.274876281,-0.274121640, 6.485510584,-0.273657847,-0.279244655,-0.271151805,-0.273612986,-0.271623464,-0.266935628,-0.272566116,-0.274300549,-0.277189493,-0.276147740,-0.276749063,-0.275651992,-0.276568043
Suberic acid, 0.150894867,-0.376062954,-0.518524678, 0.037721484, 0.360114750,-0.200140913,-0.269337421, 0.053862804,-0.742258576,-0.404597824,-0.001039668,-0.133552956,-0.011758009,-0.165087088,-0.085211386,-0.294791130,-0.230768631,-0.230382748,-0.059148915
Supraene, 0.064092816,-0.310421537,-0.356668035,-0.330768191,-0.261214648,-0.565888530,-0.408691185,-0.229978424,-0.106595486,-0.110347219,-0.273527854,-0.073034986,-0.163222478,-0.030227793,-0.248548469,-0.008840637,-0.267853083,-0.116989239,-0.135912408
Syringaldehyde, 2.1509878310,-0.3204146179, 0.2022908265,-0.3611872816, 0.0453115961,-0.2304383507, 0.1071483731, 1.4166357119, 0.0513510384,-0.1058529993, 0.3988241942, 0.3904968793,-0.2334937406,-0.4530793673, 0.0238843570, 0.3083620322, 0.1079333101,-0.0342052260,-0.1271278255
Syringic acid,-0.628675201,-0.065775932,-0.448386010, 0.064811664, 0.479235746,-0.284930672, 0.155870801, 0.237342496, 1.558048873, 0.290572375,-0.526696935, 0.361686562,-0.256300386, 0.302916212,-0.504340593, 0.488349211, 0.556958617,-0.304252719,-0.082508077
Tetrahydro-2-furanylmethanol,-0.49543274,-0.49713936,-0.30108508,-0.49519531,-0.49461436,-0.36393448,-0.49425731,-0.49855827,-0.32549115,-0.49422277,-0.32465595,-0.41272655,-0.49341685,-0.26445689,-0.49697612,-0.49617413,-0.49663706,-0.49579248,-0.29313925
Tetrahydrogeranyl formate, 1.404577930,-0.329859315,-0.370268159,-0.344413748,-0.011783970,-0.304041519,-0.117884388, 0.742918858, 0.146125608,-0.230849521,-0.044712152, 0.285260085, 0.078047758,-0.147493993,-0.325792992, 0.021529382,-0.535760991,-0.210005025,-0.172997609
Tetrahydrolinalool,-0.474993070,-0.482129291,-0.468326404,-0.474000242, 1.065769444, 0.844046357,-0.470077979, 2.138831820,-0.462010769,-0.469933565,-0.463529087,-0.448438460,-0.466563582,-0.472146902, 0.546831625,-0.478093202, 0.741940221,-0.476497336, 1.005444546
Thymidine, 3.1328881423, 5.9257373564,-0.5035628223, 0.7017132145, 0.9419257849, 1.0776404284, 1.7970964452,-0.0226444194, 0.2034844460,-0.3965021593,-0.4939950164,-0.1786279440,-0.1886396189, 1.2836245803, 0.7838418730,-0.3740596588, 0.8798782566, 0.1825205784, 0.9521288984
"Thymidine, 5'-phosphate",-0.01879158, 1.24207373,-0.50297051,-0.15209013,-0.50295086, 0.61525463, 0.36209537,-0.50297224,-0.16608989,-0.20865739, 0.13197624,-0.50296876,-0.50297035,-0.50297084, 0.83731439,-0.49528692, 0.44813589,-0.28329994, 0.74778987
"Thymine, 1,3-dimethyl-6-hydroxymethyl", 0.35255143, 0.33085701, 0.37785393, 1.12805089,-0.09470197, 0.01184528, 0.64019497, 0.27982554,-0.14052324,-0.03171271,-0.46077253,-0.41773559,-0.27425861, 0.09128566,-0.38220652,-0.40642538,-0.37449782,-0.15197642, 0.25307683
trans-Coniferryl alchool, 5.89856311,-0.24221832,-0.23822408, 0.98966090,-0.23916298,-0.24250351,-0.23873094,-0.24393525,-0.23639648,-0.23868915,-0.23683584,-0.23246896,-0.23771396,-0.23932964,-0.24202080,-0.24105037, 0.90579095,-0.24058856,-0.24144189
Tributyl acetylcitrate,-0.37895853,-0.38077747,-0.37725927,-0.37870547,-0.37808628,-0.38102867,-0.37770573,-0.38228977,-0.37564949,-0.37766892,-0.37603649, 5.59071796,-0.37680995,-0.37823307,-0.38060349,-0.37974872,-0.38024211,-0.37934195,-0.38009358
Tricine,-0.06300814,-0.02511641,-0.27957461,-0.13812577, 6.70839633,-0.24331205, 0.42255306, 1.85540049, 4.22825908, 1.41944315, 0.41360379, 0.18982357, 0.17266194, 1.08366389, 0.03244720, 0.82144017, 0.98480516,-0.11194037,-0.14711221
Triethanolamine, 1.2165495826,-0.4117969069,-0.1845870005,-0.2553295783, 0.0483486194,-0.4409983579,-0.2492770936, 1.3949765864,-0.0242646311,-0.4469180584, 0.0492325118, 0.0672600367, 0.0325845039,-0.3377184205,-0.0531268669,-0.3185444831,-0.1647066023,-0.3967272954,-0.3634454193
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate", 2.74624228,-0.46827913, 0.59519081,-0.98013056,-0.97873743, 0.85671537, 1.71819620,-0.98819490, 0.38346909, 0.85180227, 0.92548486, 0.77326905, 0.36453622,-0.03427657, 0.29376287, 0.05213039,-0.98358785,-0.98156258,-0.98325367
Triphenylene,-0.167337713,-0.170372412,-0.164502693,-0.166915510,-0.165882457,-0.170791510,-0.165247556,-0.172895524,-0.161816950,-0.165186143,-0.162462620,-0.156045284,-0.163753048,-0.166127371,-0.170082145,-0.168656053,-0.169479225,-0.167977407,-0.169231420
Tripropylene glycol monomethyl ether, 0.782413023,-0.684071792,-0.057446038,-1.365132695,-0.117665835,-0.765418655,-0.238401107, 0.131551468,-0.168861239,-0.348792267, 0.369803146, 0.624521477, 0.182173993,-1.151847121,-0.436432301,-0.256537535,-0.350887633,-0.043444208, 0.015148499
Trisaminol,-5.691987e-01,-5.921986e-01, 1.697709e+00, 1.018108e+00,-5.896960e-01, 1.183564e+00,-5.884540e-01,-5.709470e-01,-5.465563e-01,-5.859343e-01,-5.908094e-01,-5.761223e-01,-5.887923e-01,-5.676791e-01,-5.940035e-01,-5.276248e-01,-5.909529e-01,-5.902011e-01,-4.623829e-01
Tyrosine, 1.050211716, 1.773998198, 1.716624406, 1.715180346, 0.640488620,-0.154660496, 0.085406436,-0.466510013,-0.747417233,-1.157170070,-1.011072257,-0.732613979,-1.056010782,-0.750820139, 0.428373288, 0.751204039,-0.441353959,-0.873078633,-0.736549494
Undecanoic acid, 0.92683875,-0.33195254,-0.09946720,-0.23394162,-0.24902937,-0.33101478,-0.26761466, 0.20074536,-0.20241645,-0.32242852, 0.00138811, 0.21287163,-0.06749334,-0.32927261,-0.29715514,-0.16350952,-0.25841115,-0.24567231,-0.05545921
Uracil, 2.316820055, 1.166546372, 1.384581106, 0.995187928,-0.441134892, 0.109962902, 1.884862684,-0.392506354,-0.754611647, 0.185073151, 0.468819256, 0.846865883, 0.573706056,-0.442586890, 0.409502334,-0.757538598, 0.825681916, 0.944673945, 1.205905012
Urea,-0.475130212, 0.002334811,-0.059115148, 2.967370369,-0.392490910, 0.037690149,-0.436332370,-0.277067203,-0.369695496,-0.384606996,-0.345978958,-0.453693966,-0.449926204,-0.434037496,-0.421011013,-0.468231816,-0.451949823,-0.436176133,-0.438400698
Uridine, 1.36372546, 4.22172242,-0.69074071, 0.30930510, 0.14757261,-0.01036844,-0.55283851,-0.85247822,-0.69444932, 2.03350378, 2.18646257, 1.37425710, 1.64316715, 0.85423166, 0.01839846,-0.45083442, 1.61428453, 1.63942332, 2.47559884
Valylglycine,-0.6760347795, 2.1957503394, 1.8462410230, 1.3175611991,-0.6699307416, 0.5426176366, 1.2126355817,-0.6993468896, 0.1644305099, 0.7750078213, 1.1542328887, 1.0519878427, 0.8318146074, 0.8695728108, 1.2070803726,-0.6815645273,-0.6850173010, 1.1630019503, 1.8247129085
Valylvaline,-0.110485457, 1.295768269, 0.319761501, 0.576397132,-0.925388931, 0.074880752,-0.008944269,-0.934265686,-0.186035839,-0.059218980, 0.869288127,-0.912937578, 0.325840978, 0.723660047, 3.277241987,-0.114123065,-0.172071762, 0.671642727, 2.781886696
Vanillic Acid,-0.192328620,-0.193064566,-0.191641098,-0.192226231,-0.191975705,-0.193166201,-0.191821735,-0.193676446,-0.190989778,-0.191806842,-0.191146359,-0.189590090,-0.191459302,-0.192035100,-0.192994173,-0.192648331, 9.183858664,-0.192483752,-0.192787863
Vanillin,-0.483573712, 0.621242657,-0.853875281, 1.015725435,-0.186019305,-0.869740309,-0.848113722,-0.574023093,-0.119893472, 0.320043348, 0.326244355, 1.030283252, 0.243588989,-0.135308288,-0.877525404,-0.018542454,-0.859894837,-0.916031474,-0.860159624
Xylazine,-0.7816330376,-0.7832440209,-0.7801280549,-0.7814089092, 1.3915938064,-0.7834665006, 3.2762283639, 0.1616909280, 1.5114912327, 0.3843076310, 0.1345833994, 1.0681228255,-0.1056946636,-0.3912358400,-0.4768784551, 3.9017919540,-0.6846588184, 1.0274865778, 0.3456678830
"Xylonic acid, delta-lactone", 1.74073866, 0.13205177, 1.12835299, 0.30556533, 0.38957072, 0.34356022, 0.71240312, 1.22703757, 1.06839669, 1.26007747, 1.05235517, 1.20812245, 1.88401287, 0.85147184, 0.81870376, 1.54387222, 1.20610339, 1.37266084, 0.46340394
Xylose,-0.162508000,-0.300765979,-0.173198707,-0.271923451, 0.274467656, 0.040142756,-0.309444641,-0.769026150, 0.357878299,-0.768872316,-0.763928718, 0.077480556,-0.041608686, 0.443124728,-0.699923714, 2.105720709, 2.142883262,-0.768928013, 0.920202021
