Gene,ctx_direction,Metabolite,cpx_direction,VECPAC r,LPS r,DSS r,Pooled r,predicted_effect_sign,check_consistency,pooled_sign_agree,within-model correlation signs agree with the predicted correlation,pooled correlation signs agree with the predicted correlation,all_signs_agree
ENSMUSG00000008958-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000008958-B,-1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000010025-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000010025-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000010025-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000010025-B,-1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000010025-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000010025-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000010025-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000010025-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000010044-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000010044-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000010044-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000010044-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000010044-B,1.0,"2-Butene-1,4-diol",,,1.0,,0.9856107606091624,,False,False,False,False,False
ENSMUSG00000010044-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000010044-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000010044-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000010044-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000010044-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000015189-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000015189-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000015189-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000015189-B,-1.0,4-tert-Butyldimethylsiloxy-3-penten-2-one,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000015189-B,-1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000015189-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000015189-B,-1.0,Sulindac,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000015189-B,-1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000015224-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000015980-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000015980-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000015980-B,-1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000015980-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000015980-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000017264-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000017264-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000017264-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000017264-B,1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000017264-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000017264-B,1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000017264-B,1.0,L-Serine,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000017264-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000017264-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000017405-B,1.0,3-(4-Methoxyphenyl)coumarin,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000017405-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000017405-B,1.0,Luciferin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000017405-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000017405-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000017801-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000017801-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000017801-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000017801-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000017801-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000017801-B,-1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000017801-B,-1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000017837-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000017837-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000017837-B,-1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000017837-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000017837-B,-1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000017837-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000017858-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000017858-B,1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000017858-B,1.0,Diclofenac,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000017858-B,1.0,Guanosine,-1.0,,1.0,1.0,0.9461247469114746,-1.0,False,False,False,False,False
ENSMUSG00000017858-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000018846-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000018846-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000018846-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000018846-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000018846-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000018846-B,1.0,Luciferin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000018846-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000018920-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000018920-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000018920-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000019102-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000019102-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000019102-B,1.0,Guanosine,-1.0,,-0.7999999999999999,-1.0,-0.9221722216732094,-1.0,False,False,True,False,False
ENSMUSG00000019102-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000019791-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000019791-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000019791-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000019791-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000019791-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000019791-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000019791-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000019864-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000019864-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000019864-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000019864-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000019864-B,1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000019864-B,1.0,Diclofenac,,,,,1.0,,True,True,False,False,False
ENSMUSG00000019864-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000019864-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000019888-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000019888-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000019888-B,-1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000019888-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000019891-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000019891-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000019891-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000019891-B,-1.0,"4,5-Dihydro-1H-pyrazole",,,,,1.0,,True,True,False,False,False
ENSMUSG00000019891-B,-1.0,Glycine,-1.0,-0.5,-0.6667366910003157,-1.0,-0.8947423499236925,1.0,False,False,False,False,False
ENSMUSG00000019891-B,-1.0,"Glycine, tert.-butyldimethylsilyl ester",-1.0,-0.5,-0.8406680016960503,-1.0,-0.8611718993346292,1.0,False,False,False,False,False
ENSMUSG00000019891-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000019891-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000019891-B,-1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000019891-B,-1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000019933-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000019933-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000019933-B,1.0,"3,3-Dimethylacrylic acid",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000019933-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000019933-B,1.0,4-tert-Butyldimethylsiloxy-3-penten-2-one,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000019933-B,1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020130-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020130-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020130-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000020130-B,1.0,L-Tyrosine,-1.0,-0.5,-0.9746794344808964,,-0.9264501099011716,-1.0,False,False,True,False,False
ENSMUSG00000020135-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020135-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020135-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000020135-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020135-B,-1.0,4-Methylvaleric acid,,1.0,0.4999999999999999,1.0,0.8636363636363636,,False,False,False,False,False
ENSMUSG00000020135-B,-1.0,Adipoyl-L-carnitine,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020135-B,-1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020135-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020193-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020193-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020193-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000020193-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020193-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020225-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000020225-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020225-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020225-B,-1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020225-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000020225-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020225-B,-1.0,L-Serine,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000020225-B,-1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020225-B,-1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020374-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020374-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020374-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020374-B,-1.0,2-Norbornanemethanol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020374-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000020374-B,-1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020411-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020411-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020411-B,-1.0,"3,3-Dimethylacrylic acid",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020411-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000020411-B,-1.0,"4,5-Dihydro-1H-pyrazole",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020411-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020456-B,-1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020456-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020456-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020456-B,-1.0,Glabridin,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020456-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020456-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020553-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020553-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020553-B,1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020553-B,1.0,"3,3-Dimethylacrylic acid",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020553-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020553-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020553-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020605-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020605-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000020605-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020605-B,-1.0,2-Ethyl-1-butanol,-1.0,,1.0,,1.0,1.0,True,True,True,True,True
ENSMUSG00000020605-B,-1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000020605-B,-1.0,"Benzene, 1-ethyl-3,5-dimethyl",,,,,1.0,,True,True,False,False,False
ENSMUSG00000020605-B,-1.0,Diclofenac,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020605-B,-1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020642-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000020642-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020642-B,1.0,2-Ethyl-1-butanol,-1.0,,1.0,,1.0,-1.0,True,True,False,False,False
ENSMUSG00000020642-B,1.0,"3,3-Dimethylacrylic acid",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020642-B,1.0,3-Amino-5-methylisoxazole,1.0,,-0.7714285714285715,-0.5,-0.870161710874372,1.0,False,False,False,False,False
ENSMUSG00000020642-B,1.0,"4,5-Dihydro-1H-pyrazole",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020642-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000020642-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020642-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020642-B,1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020644-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020644-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020644-B,1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020644-B,1.0,"3,3-Dimethylacrylic acid",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020644-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000020644-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020644-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000020644-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020644-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020758-B,-1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000020758-B,-1.0,Glabridin,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020758-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020758-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020758-B,-1.0,Sulindac,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020758-B,-1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020905-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000020905-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020905-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020905-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020905-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020905-B,-1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020905-B,-1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020917-B,1.0,"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-",-1.0,-0.5,-0.8986451052612952,-1.0,-0.824566479341442,-1.0,False,False,True,False,False
ENSMUSG00000020917-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000020917-B,1.0,"2-Allyl-1,4-dimethoxybenzene",-1.0,-1.0,-0.7714285714285715,-0.8660254037844387,-0.8662186627009184,-1.0,False,False,True,False,False
ENSMUSG00000020917-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020917-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000020917-B,1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000020917-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020917-B,1.0,"Phenol, 2,4-bis(1-methyl-1-phenylethyl)-",-1.0,-1.0,-0.6,-1.0,-0.8826633501063164,-1.0,False,False,True,False,False
ENSMUSG00000020917-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020963-B,1.0,"2-Allyl-1,4-dimethoxybenzene",-1.0,1.0,0.6982532518267538,0.8660254037844387,0.892524716760131,-1.0,False,False,False,False,False
ENSMUSG00000020963-B,1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000020963-B,1.0,"Benzene, 1-ethyl-3,5-dimethyl",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000020963-B,1.0,Diclofenac,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020963-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000020963-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000020963-B,1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000021044-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000021044-B,-1.0,"1,2-Cyclohexanediol, (Z)",1.0,,-0.8986451052612952,-1.0,-0.855855407918109,-1.0,False,False,True,False,False
ENSMUSG00000021044-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000021044-B,-1.0,"2-Methylcyclohexanol, (Z)",1.0,-0.5,-0.753702346348183,-0.8660254037844387,-0.8516379587519646,-1.0,False,False,True,False,False
ENSMUSG00000021044-B,-1.0,"3,3-Dimethylacrylic acid",,,,,1.0,,True,True,False,False,False
