,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124
"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",-0.380836555,-0.317711511,-0.295978662,-0.026605222,-0.48173644,-0.276396581,-0.388981965,-0.513165734,1.02698328,0.561850343,0.120835187,0.082863101
Pyroglutamic acid,-0.195504225,-0.192703201,0.004828215,-0.147934901,-0.204556008,-0.058878476,-0.149323379,-0.202206623,3.642669826,2.377069249,2.268303126,-0.088518712
Pyrrole-2-carboxylic acid,-1.251308951,-0.084938992,-1.467914034,-0.33537549,-0.228608989,-0.314377711,-0.689331135,-1.024955446,0.043472881,-0.155253292,-0.142267789,1.949627426
"Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(2-methylpropyl)",-0.25955664,-0.30218844,0.13875433,-0.31873564,-0.30692096,-0.25433793,-0.28937772,-0.3162189,3.44922172,0.52740741,1.90907942,-0.32603271
"Pyrrolo[1,2-a]pyrazine-3-propanamide, 2,3,6,7,8,8a-hexahydro-1,4-dioxo-",-0.3501828,-0.34722922,-0.23034515,-0.325182,-0.33268781,-0.34004596,-0.35825174,-0.34833943,-0.34237499,-0.34213472,-0.3318248,-0.22394179
Quazodine,-0.264329849,-0.1982284,-0.208426722,-0.272942368,-0.198159158,-0.257375356,-0.238208895,-0.094148845,-0.273469164,-0.273461802,-0.273145904,-0.269840349
"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.44345251,0.24583034,-0.61443335,-0.05527847,-0.07010874,-0.15596531,-0.22979942,-0.41174219,-0.6127839,0.36365156,0.55446287,-0.26206049
"Quinoline, 2,4-dimethyl-",-0.091310421,-0.044045232,-0.097778505,0.10417533,0.003330964,0.008202385,-0.126919572,-0.063366725,3.920433789,4.612277461,2.286775762,-0.299445185
Ribitol,-0.39130631,-0.56005769,0.02483609,0.50472238,-0.55993209,0.35637751,-0.56015289,-0.56006728,0.51598589,0.01345614,0.6415071,1.19630637
"Ribonic acid, 2,3,4,5-tetrakis-",-0.778232569,-0.772252906,-0.766520249,-0.688745009,-0.341065128,-0.73345822,-0.407693259,-0.336968016,-0.544207117,0.051010612,0.22816987,-0.7788547
S-Methyl-L-cysteine,-0.8561204,-0.85551177,-0.85750486,-0.85096859,0.54666362,-0.85403154,5.77730987,2.00785617,-0.85451148,-0.85446197,-0.85233744,-0.83010642
Salsoline,-0.542643322,-0.339703021,-0.980067777,-0.971359373,-0.712924823,0.003630031,-0.381906326,-0.787179293,-0.556530262,-0.494628058,-0.350148022,0.929747703
Sedoheptulose anhydride,-0.24564943,-0.10768055,-0.24148953,-0.24800932,-0.05417785,-0.06529405,-0.20105066,-0.25395113,-0.33591505,-0.33590461,-0.33545688,-0.33077174
Ser-Leu,-0.484729644,-1.337566647,-0.27064721,-1.338560191,-1.338628761,-1.268960649,-1.010881972,-1.048104425,-0.365262823,0.424915585,-0.178614558,1.705185223
Serine,-0.3042384,-0.32553884,-0.21513898,-0.22364546,-0.28334107,-0.27384013,-0.30262562,-0.24104856,4.56837789,-0.51501401,-0.51476326,0.96738597
Sertraline carbamoyl glucuronide,-0.512103231,-0.351502423,-0.512103231,0.141341833,-0.219912045,-0.291337423,-0.512103231,-0.245316825,-0.04502176,-0.512103231,-0.048960295,4.363486665
Sinomenin,-0.13401633,-0.3630961,-0.36309634,0.1642453,0.60631584,-0.36309591,-0.36309638,-0.36309612,-0.36309597,-0.36309597,-0.36309571,-0.36309298
"Spiro[cyclopenta[d]-1,3,2-dioxaborin-4(5H),1'-cyclopentane], 2-ethyl-6,7-dihydro-",-0.647795624,-0.553679056,-0.617941803,-0.646239895,-0.554191272,-0.64773099,-0.071452156,-0.22358013,-0.64774584,-0.612007815,-0.647678571,-0.646990692
Spironolactone,-0.26774316,-0.26719464,0.30123112,-0.26310019,-0.26449412,-0.26586062,-0.26924166,-0.26740082,-0.26629315,-0.26624853,-0.26433385,-0.24429861
Stearic acid,-0.45125697,-0.45125659,-0.45125781,-0.45125382,-0.45125476,-0.45125569,-0.45125798,-0.45125673,-0.45029273,-0.40468247,-0.36353246,-0.27638991
"Stigmast-5-ene, 3beta-",-1.14417205,-0.3693098,-0.64037353,-1.1415532,-0.53680449,-0.66350932,-0.95612958,-0.44515214,-0.38384699,0.08306213,0.16454731,2.00507426
Suberic acid,0.16487963,-0.20031155,-0.34154523,-0.09473149,-0.42017112,-0.38575741,-0.21548398,-0.2492142,-0.02566457,0.70613034,-0.48460671,0.15130343
Succinic anhydride,-0.32135748,-0.5398422,-0.39174901,-0.66861921,-0.51516987,-0.48657847,-0.52565689,-0.44532887,-0.26116816,-0.36645978,-0.37258578,-0.66028219
Supraene,-0.516030022,-0.515627286,-0.516946125,-0.512621041,-0.513644496,-0.514647814,-0.51713026,-0.51577867,-0.417033957,-0.379781272,-0.51352682,2.668451469
Syringaldehyde,-0.86485642,-0.53783035,-1.176674165,-0.506029383,-0.535721264,-0.487398103,-0.720449326,-0.781501772,0.716979723,0.488516119,1.274407306,2.419071709
"Tacrine, N-trimethylsilyl-",-0.3347165,-0.386796917,0.363010105,-0.378851709,-0.388920788,-0.362218504,-0.26949454,-0.332027768,4.590736774,3.026826831,1.596356411,-0.416538593
"Talonic acid, gamma-lactone",-0.26716351,-0.25421332,-0.23957982,-0.01382385,-0.01668432,-0.13493325,-0.32524299,-0.17408476,3.2870434,-0.41239935,-0.41227794,0.49524301
Tartronic acid,-0.5352716,-0.3712283,-0.1014916,-0.2822714,-0.4395801,-0.1695502,-0.1708915,-0.2672017,-0.6523746,-0.6565017,-0.657738,-0.6661908
Tetradecanenitrile,-0.33280927,-0.49008529,0.0479069,-0.488709,-0.48917755,-0.43848466,-0.34674184,-0.42967291,-0.48978227,0.26903746,0.35105589,-0.48238912
"Thiazolo[4,5-f]quinoline, 2,9-dimethyl-",-0.897469,0.2648739,0.3104735,-0.8925886,-0.4328609,-0.8954902,0.2576785,-0.8971091,-0.8959448,-0.8958979,-0.8938854,-0.8728257
Thymidine,-0.16174745,-0.016543665,-0.064735976,0.293856411,0.059532588,0.003356822,-0.120933869,-0.055271471,1.376194904,2.161827042,0.994045358,-0.391784551
"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",-0.16585428,-0.34230542,0.36345907,-0.34213247,-0.34219135,-0.34224907,-0.34239189,-0.34231413,3.93519081,1.18075279,2.45484141,-0.34133829
Tributyl acetylcitrate,-0.254186253,-0.530757229,-0.634701444,-0.330606372,-0.009842981,-0.383350581,-0.683151832,0.007074374,-0.848223995,-0.020098516,6.186293853,-0.827655826
Tricine,-0.19538534,-0.13428011,-0.22445192,-0.07073277,-0.12016413,-0.14530429,-0.17597911,-0.1566902,-0.22560629,-0.22560624,-0.22560413,-0.22558209
Triethanolamine,-0.1389239,-0.4083903,-0.5352206,-0.1858445,-0.3716573,-0.3888017,-0.4321071,-0.2819824,0.8689157,0.8015064,0.4591668,2.858861
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",-0.39562046,-0.3954634,0.20768473,-0.39429102,-0.3846416,-0.39508142,-0.39604954,-0.18161681,0.62575007,0.01555426,-0.23884919,-0.38890747
Trimethylsilyl 3-((trimethylsilyl)thio)propanoate,-0.578046215,-0.325525151,-0.659936225,-0.661576043,-0.536193294,-0.591277306,-0.683016143,-0.376681829,0.6471963,0.604013076,0.610916489,3.267912268
Trimethylsilyl oct-2-enoate,-0.92191788,-0.71450562,-0.92273906,-0.65314637,-0.61906848,-0.71557504,-0.41634428,-0.75601671,-0.7640259,-0.9209342,-0.89596768,-0.906488
Trimidox,-0.43722897,-0.13369698,-0.535739332,-0.177518694,-0.197790389,-0.203014443,-0.104849954,-0.414271351,-0.650797555,-0.650651156,-0.64436922,-0.578635025
Tris(trimethylsilyl)carbamate,-1.11737188,-0.86857639,-1.31511803,-0.67231107,-0.59017603,-0.72806637,-1.21949126,-0.95184337,-0.39260914,-0.56198374,-1.19981868,1.35119787
Trisaminol,-1.380674152,0.019208395,-0.741491584,-1.009475425,-1.082908884,-0.715908905,-0.975705979,-1.138775933,-1.020814865,-0.247301824,-0.088855473,-0.177725607
L-Tyrosine,-1.337969316,-1.337712677,-1.338553093,-1.33579698,-1.336449165,-1.337088519,-1.338670431,-1.337809145,-0.90700455,-0.675296079,-0.563836491,0.926240349
Undecanedioic acid,-0.249797026,-0.249743758,-0.249918195,-0.064441148,-0.023304289,-0.107836477,-0.249942549,-0.249763781,-0.249656212,-0.249651879,-0.249465939,-0.247520269
Uracil,-0.75757061,-0.459283577,-0.137030866,0.502838062,-0.611563925,0.280242395,-0.033959228,-0.662113578,0.826571326,0.338297192,0.470805304,0.042376437
Urea,-0.771968683,-0.990327051,-0.95805892,-0.953572216,-0.97758986,-0.926243416,-0.984502191,-0.997815974,-0.824974076,-0.857807474,-0.663242695,-0.959509928
Uridine,-0.32383352,-0.59997477,-0.02404263,-0.4565937,-0.56372577,-0.49815623,-0.49934069,-0.52152508,-0.09755291,0.3623318,1.57238211,-0.22741097
Valylglycine,-0.44633284,-0.8430788,0.03377525,-0.92395814,-0.92398276,-0.7719777,-0.77233753,-0.84473729,-0.92303894,-0.92160578,-0.91661613,-0.923626
Vanillylmandelic acid,-0.29652248,-0.41254335,-0.57434071,-0.56537605,-0.56749738,6.32034236,-0.35221705,-0.57192091,-0.57023521,-0.5701673,-0.56725347,0.17892662
Xylazine,-0.994370706,-0.537644226,-0.832703465,0.69476113,-0.871315782,-0.462336733,-0.127266396,-0.781667244,0.203184023,-0.391367281,0.155156274,3.283300529
Xylitol,-0.47391078,-0.11073764,-0.67689024,-0.69234824,-0.70448783,-0.28597775,-0.27468239,-0.31424526,-0.70500704,-0.70499416,-0.70444157,-0.69865935
"Xylonic acid, 2,3,4-tris-O-(trimethylsilyl)-, delta-lactone",-0.25445053,0.11896141,-0.38346873,-0.1750774,-0.11527328,-0.0411001,-0.06156937,-0.24676795,1.15552934,1.28704369,1.50225867,-0.0632881
Xylose,-0.49491036,-0.49440289,-0.49606472,-0.45298843,-0.49190443,-0.49316868,-0.49629674,-0.49459364,0.72265352,-0.49352757,-0.49175615,1.73158315
