NAME,75_feci_100322,100_rep_110322,101_rep_110322,102_feci_100322,103_rep_110322,104_feci_100322,105_rep_110322,106_110322,81_feci_100322,83_feci_20_81,84_feci_100322,108_rep_110322,109_110322,110_110322,113_110322,88_feci_100322,89_feci_100322,115_110322,116_110322,118_110322,120_110322,121_REP_140322,122_110322,70_feci_09032022,97_rep110322,124_110322,125_110322,126_110322,129_110322,Feci_DSS-T0_896_27022024,Feci_DSS-T0_897_27022024,Feci_DSS-T0_T0.5_27022024,Feci_DSS-T0_T0.6_27022024,Feci_DSS-T0_T0.7_27022024,Feci_DSS-T0_T0.8_27022024,Feci_DSS-T1_111_27022024,Feci_DSS-T1_B901_27022024,Feci_DSS-T1_B902_27022024,Feci_DSS-T1_T1.5_27022024,Feci_DSS-T1_T1.6_27022024,Feci_DSS-T1_T1.8_27022024,Feci_DSS-T3_90_28022024,Feci_DSS-T3_91_28022024,Feci_DSS-T3_906_28022024,Feci_DSS-T3_907_rep_28022024_2,Feci_DSS-T3_T3.6_28022024,Feci_DSS-T3_T3.7_28022024,Feci_DSS-T3_T3.8_28022024,Feci_DSS-T5_128_28022024,Feci_DSS-T5_B911_28022024,Feci_DSS-T5_B912_28022024,Feci_DSS-T5_T5.5_28022024,Feci_DSS-T5_T5.6_28022024,Feci_DSS-T5_T5.7_28022024,Feci_DSS-T5_T5.8_28022024,Feci_LPS_CTRL_934_23022024,Feci_LPS_CTRL_935_23022024,Feci_LPS_CTRL_938_26022024,Feci_LPS_CTRL_940_26022024,Feci_LPS_CTRL_943_26022024,Feci_LPS-CTRL_941REP_01032024,Feci_LPS_2.5H_944_26022024,Feci_LPS_2.5H_945_26022024,Feci_LPS_2.5H_946_26022024,Feci_LPS_2.5H_947_26022024,Feci_LPS_2.5H_948_26022024,Feci_LPS_2.5H_949_26022024,Feci_LPS_2.5H_950_26022024,Feci_LPS_2.5H_953_26022024,Feci_LPS_24H_954_26022024,Feci_LPS_24H_956_26022024,Feci_LPS_24H_957_27022024,Feci_LPS_24H_958_26022024,Feci_LPS_24H_959_26022024,Feci_LPS_24H_962_27022024,Feci_LPS_24H_963_27022024,Feci_LPS-24H960REP_01032024,Feci_Vecpac-WT_3297REP_01032024,Feci_Vecpac-WT_3302_29022024,Feci_Vecpac-WT_3307_29022024,Feci_Vecpac-WT_3319_29022024,Feci_Vecpac-WT_3329_29022024,Feci_Vecpac-WT_3337_29022024,Feci_Vecpac-WT_3353_29022024,Feci_Vecpac-WT_3354_29022024,Feci_Vecpac-WT_3369_29022024,Feci_Vecpac-WT_3673_28022024,Feci_Vecpac-WT_3674_28022024,Feci_Vecpac-WT_3675_28022024,Feci_Vecpac-WT_3677_28022024,Feci_Vecpac-WT_3678_28022024,Feci_Vecpac-WT_3679_29022024,Feci_Vecpac-WT_3680_29022024,Feci_Vecpac-WT_3681_29022024,Feci_Vecpac-WT_3687_29022024,Feci_Vecpac-WT_3688_29022024
2-Hydroxy-2-methylbutyric acid,0.0000086,0.00000989,0.0000239,0.00000601,0.0000134,0.0000246,0,0.0000122,0.00000644,0.0000189,0.0000129,0.0000157,0.00000766,0.0000144,0.0000191,0.00000991,0.00000943,0.0000115,0.0000247,0.0000252,0,0.00000672,0.00000797,0.0000106,0.00000108,0.0000144,0,0.00000695,0.00000065,1.77239E-05,0,1.63468E-05,1.12019E-05,0,0,0,0,1.33573E-05,0,4.88139E-06,0,0,0,0,1.21731E-05,1.29277E-05,0,0,2.1013E-05,1.23107E-05,0.000115749,0,1.6429E-05,9.14165E-06,1.46567E-05,3.4449E-05,2.67912E-05,0,0,8.94536E-06,0,0,1.01122E-05,1.04471E-05,0,9.4402E-06,3.14951E-05,2.66596E-05,0,1.26019E-05,0,2.18373E-05,1.08808E-05,0,9.80116E-06,1.6771E-05,3.61886E-06,1.05349E-05,3.91217E-06,5.90792E-06,0,0,1.20087E-05,1.02342E-05,1.05811E-05,6.68909E-06,7.39334E-06,7.17528E-06,5.05095E-06,4.37168E-06,0,0,6.4734E-06,1.14639E-05,0,0
2-Hydroxy-3-methylbutyric acid,0.00000229,0.000006,0.0000062,0.00000186,0.0000101,0.00000472,0.00000318,0.00000379,0.00000194,0.00000213,0.00000157,0.00000475,0.00000414,0.00000134,0.00000823,0.00000752,0.00000652,0.0000572,0.0000228,0.0000683,0.0000097,0.000017,0.0000122,0.0000236,0.00000975,0.0000132,0.0000193,0.00000793,0.00000357,6.91981E-06,0,9.32965E-06,8.72047E-06,7.11634E-05,0,0,0,0,0,0,4.38458E-06,3.60975E-05,0,0,0,5.40334E-05,0,1.07143E-05,8.24191E-06,0,0,0,3.57113E-05,4.1095E-05,2.27746E-05,0,0,0,0,0,0.000153596,0,0,6.0288E-06,4.86199E-06,0,1.40035E-05,3.03988E-05,8.63814E-06,5.66114E-06,2.53095E-05,0,0,0,1.40242E-05,0,3.95825E-06,0,3.85525E-06,0,1.35169E-05,0,1.79307E-05,0,3.74246E-05,0,0,1.48832E-05,4.45034E-05,0,0,1.5425E-05,4.38255E-06,1.43305E-06,0,0
2-Hydroxy-5-methoxybenzaldehyde,0.00000488,0.00000842,0.0000154,0.00000471,0.0000197,0.00000706,0.00000817,0.00000983,0.00000402,0.0000136,0.00000682,0.0000203,0.00000716,0.0000156,0.0000217,0.00000499,0.0000111,0.0000183,0.0000269,0.0000335,0.0000151,0.0000313,0.00000943,0.00000494,0.00000469,0.0000135,0.0000082,0.00000637,0.0000027,1.23223E-05,1.74592E-05,1.4183E-05,1.80665E-05,1.33124E-05,1.43457E-05,9.6552E-06,6.58659E-06,9.40969E-06,7.06292E-06,7.86677E-06,9.59416E-06,8.09443E-06,1.16222E-05,9.94239E-06,7.68028E-06,1.07177E-05,1.10729E-05,1.58785E-05,1.27445E-05,6.01412E-06,2.84301E-05,1.60522E-05,1.07737E-05,1.3626E-05,9.73591E-06,1.18474E-05,9.91087E-06,8.65373E-06,1.11671E-05,1.12245E-05,2.55986E-05,1.3596E-05,1.69553E-05,1.50469E-05,1.03192E-05,1.15539E-05,2.37273E-05,1.06493E-05,1.32689E-05,1.13597E-05,9.77849E-06,1.36224E-05,6.5619E-06,1.55401E-05,9.38556E-06,1.13235E-05,6.39743E-06,8.70213E-06,7.29065E-06,9.60124E-06,6.58411E-06,9.60728E-06,9.77989E-06,7.32699E-06,2.62706E-05,9.45646E-06,8.39084E-06,8.29045E-06,8.26717E-06,6.8563E-06,6.39632E-06,1.10218E-05,1.3389E-05,1.02721E-05,9.40272E-06,1.05137E-05
2-Isopropyl-5-methyl-1-heptanol,0,0.00000408,0,0.00000348,0.0000141,0,0.00000596,0,0,0.0000233,0.0000145,0.0000144,0,0,0,0.00000585,0.0000265,0.00000814,0,0.0000191,0.00000389,0.0000142,0,0.00000884,0,0.0000132,0.0000201,0.00000583,0.00000435,2.85196E-06,5.29831E-06,4.09943E-06,3.35582E-06,3.60875E-06,3.85163E-06,2.5981E-06,4.17733E-06,6.62059E-07,4.3469E-06,2.63223E-06,4.12722E-06,4.69024E-06,3.21309E-06,3.28873E-06,1.80176E-06,0,3.92563E-06,0,1.13956E-05,1.20114E-05,4.18994E-05,5.99078E-05,2.35446E-06,4.47806E-06,1.06763E-06,2.0499E-05,7.92056E-07,4.31112E-07,1.28275E-06,9.47591E-07,1.99144E-05,3.34825E-06,4.75374E-06,5.41993E-06,3.77715E-06,4.70772E-06,1.57704E-06,4.24311E-06,2.1663E-05,1.65754E-05,1.71533E-05,4.23288E-06,1.02484E-05,5.88738E-06,2.80836E-06,1.1124E-05,5.73927E-06,1.7528E-06,3.71611E-06,4.25126E-06,3.25701E-06,4.81006E-07,2.76082E-05,3.78657E-06,1.21118E-05,9.89302E-07,4.48564E-06,4.11858E-06,5.16336E-06,4.29134E-06,2.84349E-05,3.62012E-06,1.16631E-06,6.75531E-07,4.37927E-06,4.93082E-06
2-Ketobutyric acid,0.00002609,0.00001307,0.0000417,0.00001026,0.0000299,0.0000266,0.0000257,0.000019,0.00000882,0.0000307,0.00001016,0.00002754,0.00000373,0.00001192,0.00003544,0.00001373,0.00001444,0.00002072,0.00001961,0.0000516,0.00002539,0.00001223,0.0000283,0.00002036,0.00001346,0.00003383,0.0000397,0.0000323,0.000004559,1.69414E-05,1.93337E-05,1.51006E-05,1.96623E-05,1.74513E-05,1.8299E-05,1.34064E-05,1.20998E-05,2.06139E-05,1.41715E-05,1.02431E-05,1.14086E-05,1.60216E-05,1.33962E-05,1.39347E-05,9.91934E-06,2.00109E-05,1.03645E-05,1.91746E-05,2.42184E-05,3.08893E-05,0.000140015,2.5525E-05,2.03244E-05,1.89488E-05,2.04128E-05,1.87439E-05,1.5406E-05,1.26323E-05,1.34232E-05,1.59762E-05,0.000110556,1.86162E-05,2.0612E-05,2.36539E-05,1.48472E-05,1.99752E-05,4.25963E-05,1.81583E-05,2.11602E-05,1.79899E-05,1.72028E-05,2.44649E-05,1.59371E-05,3.08768E-05,1.42996E-05,1.4775E-05,1.12441E-05,4.80563E-05,1.98016E-05,4.39104E-06,4.70156E-06,2.37582E-05,7.3432E-06,1.74765E-05,5.8094E-05,2.21951E-05,1.93639E-05,2.099E-05,2.41851E-05,2.02686E-05,2.06332E-05,1.70398E-05,3.71447E-06,2.2719E-05,2.17978E-05,2.47136E-05
2-Ketohexanoic acid,0.00000698,0.00000913,0.0000188,0.00000684,0.0000129,0.00000975,2.12E-09,0.0000104,0.00000645,0.0000185,0.0000107,0.0000179,0,0.0000164,0.0000354,0.0000117,0.000017,0.0000116,0.0000326,0.0000338,0.0000142,3.25E-08,1.82E-08,0.0000096,0.00000576,0.0000179,0.0000162,0.00000849,0.00000243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224571,0,0,0,0,0,0,0,0.000122726,0,0,0,0,0.00020808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-4,6-dinitrophenol",0.000000452,0.00000245,0.000005,0.00000202,0.00000378,0.00000204,0.00000521,0.00000364,0.00000521,0.0000111,0.00000841,0.0000114,0.0000158,0.0000325,0.0000649,0.0000156,0.0000315,0.0000686,0.0000338,0.0000708,0.0000219,0.00000828,0.0000177,0.0000019,0.00000226,0.00000637,0,0.00000199,0.000000807,0,0,0.000419327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.465E-06,0,0.000112646,0,0,0,0.00020457,0,0,0,0,0,0
2-Octanol,0.00000521,0.0000109,0,0.00000546,0.0000142,0.00000875,0.0000117,0.0000073,0.00000469,0,0.0000084,0.0000236,0.00000883,0.0000181,0.0000331,0.00000651,0.0000114,0.000017,0.0000309,0.0000373,0.000023,0.00000143,0.0000115,0.00000505,0,0.0000178,0.0000192,0.00000417,0.0000038,3.02648E-05,0,0,0,0,4.50877E-05,0,0,0,0,0,0,0,7.20603E-05,0,0,9.56915E-05,2.47766E-05,0,0,0,0,0,0,0,0,3.21335E-05,0,2.83799E-05,0,0,0.000135785,0,0,1.9149E-05,0,0,2.96073E-05,1.17778E-05,0,1.41911E-05,0,1.7359E-05,0,2.96052E-05,0,0,0,0,9.65038E-06,0,1.26021E-05,1.41683E-05,1.97529E-05,0,0,0,0,0,1.5542E-05,0,0,0,0,0,0,0
2-Palmitoylglycerol,0.00000844,0.00000821,0.0000185,0,0.0000106,0.000013,0.0000101,0.0000129,0.00000609,0.0000148,0.0000144,0.0000159,0.00000751,0.0000162,0.0000246,0.00000795,0.0000128,0.0000163,0.0000199,0,0.0000111,0,0.00000732,0.00000781,0.00000403,0,0,0,0.00000257,4.7011E-06,0,0,0,0,0,0,0,5.63672E-06,0,5.4862E-06,0,9.73486E-06,0,0,0,0,0,0,0,0,0,0,0,0.000126094,9.63061E-05,0,0,1.85894E-07,0,0,8.06792E-05,0,0,1.55711E-05,2.02902E-07,0.000113724,0,0,0,1.94309E-05,0,6.74119E-06,5.92339E-06,0,2.64947E-07,0,0,0,0,0,0,3.16162E-06,3.59E-05,0,0,3.56405E-05,0,0,2.9101E-06,0,0,0,0,0,0,4.74403E-05
"2-Pentenedioic acid, 2-hydroxy-",0.0000183,0.00000868,0.0000261,0,0.000012,0.0000199,0,0.0000233,0.00000337,0,0.00000721,0,0,0.0000114,0,0.00000275,0,0.00000375,0.0000111,0.00000396,0.00000428,0,0,0.0000112,0,0.0000146,0.0000148,0.00000737,0.00000141,2.09741E-05,1.45418E-05,0,4.05788E-05,2.89082E-05,2.06868E-05,9.17853E-07,1.55738E-06,5.49935E-07,1.16714E-06,1.68512E-06,1.63665E-06,7.42861E-07,6.98979E-06,4.63766E-07,1.50433E-06,4.31897E-06,2.16046E-06,3.24296E-06,1.42764E-06,8.39602E-06,0,7.81585E-06,2.77767E-06,7.53344E-06,1.54232E-06,1.0984E-06,1.86842E-06,7.27509E-06,5.39138E-06,2.6892E-06,1.07893E-06,1.87538E-05,5.48352E-06,2.65931E-05,9.69004E-06,1.43317E-05,6.60437E-06,1.48611E-05,1.19388E-05,2.53995E-06,1.74929E-06,2.83302E-06,5.15452E-06,1.52375E-06,5.41738E-06,2.53115E-06,3.83522E-06,6.21061E-06,7.62737E-06,1.32492E-05,9.31262E-06,2.38071E-06,1.27157E-05,1.379E-05,0,4.93446E-07,6.81501E-06,5.75613E-06,7.60166E-06,1.43539E-05,3.23524E-06,9.46356E-06,1.30837E-06,2.6545E-05,1.49687E-05,1.01496E-05
2-Pentenedioic acid,0.0000158,0.0000199,0.0000235,0.00000694,0.0000186,0.000013,0.0000158,0.00000685,0.00000462,0.00000542,0.00000646,0.0000105,0.0000055,0.0000168,0.0000042,0,0.00000419,0.00000241,0.0000076,0,0.00000641,0.00000418,0.00000564,0.0000073,0.00000829,0.0000174,0.0000128,0.0000073,0.00000324,5.54036E-05,0,0,8.1084E-05,0,0,0,0,2.49756E-05,0,0,0,0,2.26316E-05,0,0,0,0,0,0,5.41441E-05,0,0,0,0,0,0,0,0,6.42033E-06,0,4.38707E-05,1.07817E-05,1.11989E-05,1.3022E-05,9.17274E-06,1.08566E-05,2.60227E-05,1.01499E-05,9.30676E-06,1.17276E-05,1.20907E-05,9.01965E-06,7.38925E-06,1.5531E-05,4.84083E-06,4.82572E-06,4.07445E-06,0,3.36915E-06,7.13256E-06,0,0,0,0,0,0,4.88694E-06,0,0,0,0,0,0,2.83057E-06,0,7.8131E-06
2-Piperidinone,0.000046,0.0000332,0.000007,0.00000442,0.00002549,0.00000373,0.00002142,0.00000784,0.00000158,0.00003529,0.0000175,0.000012,0.00000323,0.00000295,0.00001295,0.00000105,0.0000026,0.00000639,0.00000178,0.00001036,0,0.00000161,0.0000356,0.00002123,0.0000326,0.00000695,0.00001279,0.00000145,0.00001826,1.79348E-05,0,2.53282E-05,2.34234E-05,9.53276E-06,2.04425E-05,6.52378E-06,0,1.97687E-05,1.00395E-05,1.38112E-05,0,0,4.05685E-06,0,0,1.14443E-05,4.2451E-06,2.24848E-05,3.63301E-05,0,0,2.45317E-05,0,4.58469E-05,2.99815E-05,0,0,0,8.04286E-06,0,0,0,2.58383E-06,0,5.2973E-06,1.4064E-05,0,9.97546E-06,1.00519E-05,0,1.0156E-05,2.60035E-05,1.16436E-05,0.000231325,4.99083E-06,2.65395E-06,2.54828E-06,2.14419E-06,0,1.70507E-06,1.13279E-06,3.22941E-05,1.33275E-06,1.24519E-06,3.92915E-06,2.51256E-05,1.77269E-06,1.87051E-06,2.83925E-06,1.72891E-06,0,1.61248E-06,4.463E-06,3.14596E-06,2.31263E-06,1.56538E-06
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",0.0000202,0.000021,0.00000892,0.00000431,0.00000572,0.0000332,0.00000249,0.0000165,0.00000123,0.00000343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000259,0.00000141,0.00000488,0.00000828,0.00000549,0.0000019,1.65358E-05,1.24648E-05,1.76966E-05,1.70475E-05,1.37401E-05,1.54342E-05,2.08754E-06,1.01991E-06,0,1.5406E-06,1.09811E-06,1.29696E-06,0,7.52364E-07,1.18605E-06,7.51456E-07,1.33571E-06,4.30136E-06,3.97814E-06,0,0,0,1.7885E-06,2.364E-06,5.16683E-06,1.8073E-06,1.12411E-06,1.79952E-06,3.95659E-06,1.02104E-05,5.42353E-06,0,4.34037E-06,3.73798E-06,6.33317E-06,5.7461E-06,7.24718E-06,3.33865E-06,5.56154E-06,7.05724E-06,4.77406E-06,3.09353E-06,6.79665E-06,5.61737E-06,5.02537E-06,8.02026E-06,5.58155E-06,4.11941E-06,7.51158E-06,1.46257E-05,3.48407E-06,4.28757E-06,9.7883E-06,3.50101E-06,8.57625E-06,4.70252E-06,2.13785E-06,3.22774E-06,5.11503E-06,2.15398E-06,4.9153E-06,1.35196E-06,1.09178E-05,3.84951E-06,8.25578E-06,4.20686E-06,0
2-Pyrrolidinone,0.00000937,0.0000142,0.0000177,0.00000549,0.0000134,0.000011,0.0000146,0.0000128,0.00000545,0.0000251,0.0000129,0.0000162,0.00000487,0.0000175,0.0000204,0.00000738,0.00000637,0.00000857,0.0000181,0.0000162,0.000011,0.00000402,0.00000781,0.0000114,0.0000071,0.0000156,0.00000525,0.00000787,0.00000276,1.27791E-05,2.46105E-05,2.16885E-05,2.62505E-05,3.85838E-06,2.61E-05,9.10984E-06,5.09508E-06,1.38847E-05,1.1533E-05,6.05368E-06,5.76075E-06,0,4.68291E-06,6.71982E-06,5.38889E-06,1.05288E-05,1.08342E-05,2.08518E-06,9.06177E-06,6.08688E-06,1.50103E-05,1.31146E-05,7.95265E-06,1.74926E-05,9.34194E-06,7.75598E-06,6.30737E-06,7.03112E-06,1.18961E-05,9.79555E-06,1.79054E-05,9.29666E-06,1.18368E-05,1.31261E-05,1.0288E-05,1.06093E-05,1.74495E-05,9.99411E-06,1.0812E-05,1.02966E-05,1.18448E-05,1.65283E-05,1.25024E-05,1.97088E-05,1.0029E-05,1.20206E-05,7.48259E-06,2.28094E-06,1.129E-05,6.31529E-06,8.63313E-06,8.30571E-06,1.02254E-05,8.42715E-06,1.16827E-05,6.15477E-06,7.58919E-06,6.67787E-06,5.40457E-06,6.16188E-06,6.61095E-06,6.68572E-06,1.11399E-05,7.73656E-06,6.73929E-06,7.61114E-06
2-tert-Butyl-4-ethylphenol ,0,0.0000053,0.00000712,0.00000304,0.00000693,0.00000479,0.00000567,0.0000126,0.00000321,0.00000783,0.00000504,0.00001,0.00000607,0.0000638,0.0000971,0.0000037,0.00000586,0.0000658,0.0000157,0.0000186,0.0000138,0.0000163,0.00000443,0.00000331,0.00000253,0.00000831,0.00000997,0.00000603,0.00000173,3.33485E-05,2.11483E-05,1.96586E-05,2.5564E-05,2.23608E-05,2.95313E-05,1.27861E-05,8.93238E-06,0,1.56826E-05,8.86243E-06,1.24334E-05,0,1.50309E-05,1.32237E-05,1.34787E-05,1.55704E-05,9.79435E-06,1.45064E-05,0,1.61157E-05,0,2.33494E-05,2.68697E-05,1.71695E-05,0,1.58457E-05,1.29183E-05,9.94689E-06,1.41648E-05,0,0,0,1.68401E-05,2.37548E-05,1.66794E-05,2.42465E-05,3.31596E-05,1.82222E-05,3.19998E-05,0,0,0,2.12752E-05,3.47279E-05,2.1707E-05,1.70256E-05,1.40601E-05,0,0,1.49573E-05,1.28194E-05,6.05345E-06,1.47586E-05,6.8511E-06,0,0,6.60841E-06,0,0,0,5.71975E-06,0,6.46191E-06,0,7.21453E-06,8.57956E-06
3-(3-Hydroxyphenyl)propanoic acid,0.0000124,0.0000202,0.0000401,0.0000208,0.0000192,0.0000174,0.0000108,0.00000147,0.00000114,0.00000106,0.000000405,0.00000381,0.00000165,0.00000136,0.0000052,0.000000319,0.000000606,0.000000974,0,0.0000133,0.000000752,0.00000477,0.00000493,0.0000225,0.0000134,0,0.00000162,0.000000854,0.00000499,1.53409E-06,6.3879E-06,4.46744E-06,3.4256E-06,6.40062E-06,2.13463E-06,1.02088E-05,3.25351E-06,2.05119E-06,1.69228E-06,4.53842E-07,4.09458E-06,3.38113E-06,2.20222E-06,4.18632E-05,1.85441E-05,1.32203E-06,1.01588E-06,0,2.62531E-05,3.94917E-06,0,6.4681E-07,1.33863E-05,1.97466E-06,4.29199E-05,8.92107E-06,1.80825E-05,4.26538E-06,5.71159E-07,2.26339E-05,3.76671E-05,1.7406E-06,0,6.47064E-07,6.87478E-07,8.39856E-07,3.90941E-07,1.26545E-06,1.61736E-06,4.20676E-07,2.31197E-05,3.32483E-05,1.52684E-06,2.0562E-05,3.89908E-07,1.87531E-05,3.5123E-07,1.70292E-06,4.19101E-05,3.23514E-07,2.54558E-07,4.5414E-05,3.32411E-07,9.2759E-07,8.36074E-06,1.35265E-05,4.79177E-07,5.51125E-07,1.98602E-07,0,4.91068E-06,4.17116E-07,8.77925E-06,2.72703E-07,2.97185E-07,0
"3,3,5-Trimethylcyclohexan-1-ol",0.00000763,0.00000766,0.0000144,0.00000639,0.00000995,0.0000119,0.0000107,0.00000942,0.00000559,0.0000155,0.00000214,0.0000164,0.00000857,0.0000166,0.0000311,0.0000106,0.0000168,0.0000171,0.0000235,0.0000315,0.0000156,0.00000969,0.00000999,0,0.0000044,0.0000148,0.0000148,0.000011,0.00000321,0.000168465,0,0,0,0.000157551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105094,7.85455E-05,0,0,0,0,0,8.09663E-05,0,0,0,6.14101E-05,0,0,0,4.0831E-05,0,3.17807E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4,5-Trihydroxypentanoic acid",0.00000159,0,0.00000406,0,0,0,0,0.0000432,0.000000881,0.00000297,0,0,0,0.0000348,0,0,0.00000973,0.0000098,0,0,0.0000139,0,0.00000778,0,0,0.00000185,0,0,0,9.67529E-07,5.63257E-07,1.39927E-06,1.56108E-05,1.70499E-06,1.15933E-06,1.71379E-07,1.45488E-06,3.11514E-06,1.1955E-06,0,9.95496E-06,2.78067E-06,4.81731E-06,2.76574E-06,5.30877E-06,9.4531E-06,9.77675E-07,0,7.24478E-06,1.00569E-05,1.52448E-05,1.84737E-06,9.47061E-06,0,7.98452E-07,0,6.98214E-06,1.48375E-05,0,2.0235E-05,8.74923E-06,4.72291E-06,0,2.21677E-08,3.52189E-06,0,0,0,2.10486E-05,0,0,0,5.44804E-06,0,4.98334E-07,3.9192E-07,0,9.87789E-07,0,1.95986E-07,2.22678E-06,7.94527E-06,4.17081E-06,4.96721E-06,5.41385E-06,5.66964E-06,9.24323E-06,4.38088E-06,3.35514E-06,6.15896E-07,3.54964E-06,3.531E-06,4.98612E-06,3.23096E-06,2.69744E-06,4.82706E-06
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino",0.00000343,0.00000611,0.0000121,0.00000507,0.0000151,0.00000801,0.00000753,0.00000783,0.0000053,0.0000128,0.0000133,0.0000172,0.00000854,0.0000164,0.0000297,0.000012,0.0000162,0.0000119,0.0000226,0.0000318,0.0000146,0.0000367,0.0000124,0.00000504,0.00000298,0.0000119,0.00000848,0.00000762,0.00000256,7.45926E-06,1.22313E-05,1.17955E-05,1.16055E-05,9.0391E-07,8.09285E-06,1.15153E-05,7.77205E-06,1.08317E-05,5.47791E-06,6.23602E-06,1.29342E-05,1.16372E-05,8.97441E-06,6.05987E-06,9.74766E-06,1.43099E-05,8.83479E-06,1.33738E-05,1.30826E-05,7.84576E-06,8.3768E-05,1.61316E-05,9.81307E-06,7.38121E-06,7.2483E-06,8.31644E-06,6.36229E-06,8.71511E-06,1.34584E-05,1.17781E-05,7.70671E-05,1.03364E-05,1.31636E-05,1.06325E-05,9.71173E-06,0,2.57995E-05,8.15799E-06,0,1.29911E-05,9.31998E-07,1.10828E-05,1.01533E-05,1.69493E-05,7.95608E-06,1.15369E-05,8.83843E-06,4.66598E-05,7.76225E-06,7.48011E-06,7.3233E-06,6.47712E-06,8.14131E-06,5.78529E-06,2.667E-05,7.24221E-06,8.28945E-06,9.86436E-06,8.49557E-06,4.85781E-06,4.76981E-06,7.91288E-06,9.38826E-06,8.78211E-06,7.60053E-06,5.95799E-06
"3,4-Dihydroxy-5-methyl-dihydrofuran-2-one",0.00001572,0.0000283,0.0000466,0.00001337,0.000031,0.00002342,0.00001828,0.0000301,0.000002777,0.0000436,0.00001784,0.0000237,0.00001462,0.0000329,0.0000404,0.00001522,0.0000159,0,0.0000265,0.0000342,0.00005034,0.0000296,0.00001756,0.00001606,0.00000375,0.000018,0.00000709,0.0000246,0.00000459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000594492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4-Dimethoxymandelic acid",0.00000278,0.00000907,0.0000123,0.00000498,0.00000975,0.00000724,0.00000603,0.0000115,0.00000322,0.00000759,0.000016,0.0000132,0.00000984,0.0000077,0.0000172,0.00000769,0.00000987,0.00000373,0.0000274,0.0000221,0.000017,0.00000955,0.0000129,0.0000117,0.00000227,0.0000187,0.0000116,0.0000204,0.00000421,1.44517E-05,2.12447E-05,0,1.44408E-05,3.41518E-06,1.03359E-05,3.02555E-05,1.96746E-05,1.00097E-05,9.11213E-06,6.68722E-06,2.18406E-05,5.67057E-06,9.25916E-07,1.00497E-05,5.15579E-06,9.54279E-06,5.80222E-06,1.85711E-05,0,1.07906E-05,0,1.26754E-05,1.04916E-05,2.23506E-05,6.62658E-06,2.58405E-05,1.09837E-05,1.42649E-05,1.6645E-05,1.1834E-05,1.37002E-05,7.18568E-06,1.7659E-05,1.41662E-05,7.26784E-06,1.16107E-05,0,9.14137E-06,7.98988E-06,7.99052E-06,1.83029E-05,1.52056E-05,1.12188E-05,4.44587E-06,0,8.68871E-06,6.1048E-06,1.87935E-05,5.52855E-06,0,0,8.94626E-06,9.51297E-06,9.13907E-06,2.74136E-05,1.02086E-05,8.3197E-06,9.61599E-06,8.08472E-06,8.6303E-06,6.8959E-06,6.43152E-06,0,0,9.95297E-06,0
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine",0.0000035,0.00000816,0.0000101,0.00000324,0.00000765,0.00000364,0.00000907,0.00000925,0.00000625,0.0000278,0.0000139,0.0000188,0.0000117,0.0000146,0.0000321,0.0000132,0.0000217,0.0000234,0.0000297,0.0000427,0.00002,0.0000114,0.0000113,0.00000513,0.00000403,0.00000797,0.0000166,0.00000584,0.0000032,6.7251E-06,7.96619E-06,6.26217E-06,7.0607E-06,4.65146E-06,8.00013E-06,8.47536E-06,8.05935E-06,1.23671E-05,8.82121E-06,9.26167E-06,1.43316E-05,1.61351E-05,1.43862E-05,9.93395E-06,1.2913E-05,2.22494E-06,8.64229E-06,2.18259E-05,1.8377E-05,5.25967E-06,8.0446E-05,1.66264E-05,1.24154E-05,1.63081E-05,1.54171E-05,1.67725E-05,0,7.67952E-06,9.44953E-06,9.91149E-06,5.62597E-05,1.56749E-05,1.37062E-05,2.80948E-05,4.66783E-06,1.71487E-05,2.70046E-05,5.53771E-06,2.18569E-06,1.59477E-06,1.16163E-05,1.6816E-05,1.12014E-05,2.77651E-05,9.07356E-06,1.39339E-05,1.17947E-05,3.08551E-05,1.17736E-05,2.18003E-06,1.27628E-05,1.11523E-05,1.27318E-05,9.21316E-06,2.81794E-05,1.25412E-05,5.58246E-06,1.33899E-06,9.54573E-06,2.9095E-06,4.16168E-06,5.78592E-06,8.19831E-06,1.10829E-05,9.78476E-06,5.65965E-06
