Node 1 ID,Node 1 Name,Node 1 Tissue,Node 2 ID,Node 2 Name,Node 2 Tissue,Node 1: Direction of Change,Node 2: Direction of Change,Total Sample Size,"Pooled/Avg. Correlation Coefficient, Spearman",FDR-Adjusted P-Value,"Pooled Correlation P-Value, Spearman",Meta-Analysis P-Value,"Correlation Coefficient, Spearman, VECPAC","Correlation P-Value, Spearman, VECPAC","Sample Size, VECPAC","Correlation Coefficient, Spearman, LPS","Correlation P-Value, Spearman, LPS","Sample Size, LPS","Correlation Coefficient, Spearman, DSS","Correlation P-Value, Spearman, DSS","Sample Size, DSS",Node 1: Degree,Node 1: Degree Percentile,Node 1: Feces-Degree (# Connected Nodes in Feces),Node 1: Feces-Degree Percentile,Node 1: Plasma-Degree (# Connected Nodes in Plasma),Node 1: Plasma-Degree Percentile,Node 1: Plexus-Degree (# Connected Nodes in Plexus),Node 1: Plexus-Degree Percentile,"Node 1: BiBC, Feces-Cortex, via Plasma","Node 1: BiBC, Feces-Cortex, via Plasma (%ile)","Node 1: BiBC, Feces-Cortex, via Plexus","Node 1: BiBC, Feces-Cortex, via Plexus (%ile)","Node 1: BiBC, Feces-Cortex, via Both","Node 1: BiBC, Feces-Cortex, via Both (%ile)","Node 1: BiBC, Feces-Striatum, via Plasma","Node 1: BiBC, Feces-Striatum, via Plasma (%ile)","Node 1: BiBC, Feces-Striatum, via Plexus","Node 1: BiBC, Feces-Striatum, via Plexus (%ile)","Node 1: BiBC, Feces-Striatum, via Both","Node 1: BiBC, Feces-Striatum, via Both (%ile)","Node 1: BiBC, Plasma-Plexus","Node 1: BiBC, Plasma-Plexus (%ile)","Node 1: BiBC, Plasma - Cortex","Node 1: BiBC Percentile, Plasma - Cortex","Node 1: BiBC, Plasma - Striatum","Node 1: BiBC Percentile, Plasma - Striatum","Node 1: BiBC, Choroid Plexus - Cortex","Node 1: BiBC Percentile, Choroid Plexus - Cortex","Node 1: BiBC, Choroid Plexus - Striatum","Node 1: BiBC Percentile, Choroid Plexus - Striatum","Node 1: BiBC, Choroid Plexus - Remaining Brain","Node 1: BiBC Percentile, Choroid Plexus - Remaining Brain","Node 1: BiBC, Choroid Plexus - Other Transcriptomics","Node 1: BiBC Percentile, Choroid Plexus - Other Transcriptomics",Node 1: Frustration,Node 1: Total # of Inputs,Node 1: # Inputs Indicating Up,Node 1: # Inputs Indicating Down,"Node 1: Median Abundance, VECPAC, CRE-","Node 1: Median Abundance, VECPAC, CRE+","Node 1: Median Abundance, LPS, CTRL","Node 1: Median Abundance, LPS, 2.5h","Node 1: Median Abundance, DSS, CTRL","Node 1: Median Abundance, DSS, T1",Node 1: Minimum Control Abundance,Node 1: Coefficient of Variation,Node 2: Degree,Node 2: Degree Percentile,Node 2: Feces-Degree (# Connected Nodes in Feces),Node 2: Feces-Degree Percentile,Node 2: Plasma-Degree (# Connected Nodes in Plasma),Node 2: Plasma-Degree Percentile,Node 2: Plexus-Degree (# Connected Nodes in Plexus),Node 2: Plexus-Degree Percentile,"Node 2: BiBC, Feces-Cortex, via Plasma","Node 2: BiBC, Feces-Cortex, via Plasma (%ile)","Node 2: BiBC, Feces-Cortex, via Plexus","Node 2: BiBC, Feces-Cortex, via Plexus (%ile)","Node 2: BiBC, Feces-Cortex, via Both","Node 2: BiBC, Feces-Cortex, via Both (%ile)","Node 2: BiBC, Feces-Striatum, via Plasma","Node 2: BiBC, Feces-Striatum, via Plasma (%ile)","Node 2: BiBC, Feces-Striatum, via Plexus","Node 2: BiBC, Feces-Striatum, via Plexus (%ile)","Node 2: BiBC, Feces-Striatum, via Both","Node 2: BiBC, Feces-Striatum, via Both (%ile)","Node 2: BiBC, Plasma-Plexus","Node 2: BiBC, Plasma-Plexus (%ile)","Node 2: BiBC, Plasma - Cortex","Node 2: BiBC Percentile, Plasma - Cortex","Node 2: BiBC, Plasma - Striatum","Node 2: BiBC Percentile, Plasma - Striatum","Node 2: BiBC, Choroid Plexus - Cortex","Node 2: BiBC Percentile, Choroid Plexus - Cortex","Node 2: BiBC, Choroid Plexus - Striatum","Node 2: BiBC Percentile, Choroid Plexus - Striatum","Node 2: BiBC, Choroid Plexus - Remaining Brain","Node 2: BiBC Percentile, Choroid Plexus - Remaining Brain","Node 2: BiBC, Choroid Plexus - Other Transcriptomics","Node 2: BiBC Percentile, Choroid Plexus - Other Transcriptomics",Node 2: Frustration,Node 2: Total # of Inputs,Node 2: # Inputs Indicating Up,Node 2: # Inputs Indicating Down,"Node 2: Median Abundance, VECPAC, CRE-","Node 2: Median Abundance, VECPAC, CRE+","Node 2: Median Abundance, LPS, CTRL","Node 2: Median Abundance, LPS, 2.5h","Node 2: Median Abundance, DSS, CTRL","Node 2: Median Abundance, DSS, T1",Node 2: Minimum Control Abundance,Node 2: Coefficient of Variation
220,Ubl3,Choroid Plexus,3182,1-Deoxypentitol,Plasma,Down,Down,,0.794,0.093,0.001,,,,,,,,,,,35,93.6%,5,87.9%,15,94.5%,35,97.0%,2370.8,97.1%,1723.8,95.1%,1566.7,96.5%,3459.1,98.6%,2050.2,96.2%,2050.9,98.1%,2337.6,90.5%,4795.2,98.6%,5717.1,99.2%,895.2,70.0%,988.2,71.5%,416.5,59.6%,2299.8,67.6%,,,,,,,,,,,,,35,93.6%,0,34.5%,35,98.5%,9,88.3%,716.1,84.1%,,,192.3,56.6%,851.1,86.3%,,,151.4,50.8%,3076.8,94.7%,1636.7,89.8%,1851.4,90.7%,,,,,,,,,18.2%,11,2,9,88.0,80.4,196.4,137.6,0.0,42.7,0.0,1.0
292,Eif3h,Choroid Plexus,3182,1-Deoxypentitol,Plasma,Up,Down,,-0.785,0.097,0.001,,,,,,,,,,,15,79.1%,0,34.5%,2,80.0%,15,92.8%,461.5,75.3%,1133.4,89.4%,544.3,79.6%,566.2,78.0%,196.1,47.5%,127.8,47.5%,1759.5,85.4%,1298.3,85.2%,987.5,79.7%,6010.6,99.1%,3245.4,95.6%,2026.6,95.2%,11282.6,98.2%,,,,,,,,,,,,,35,93.6%,0,34.5%,35,98.5%,9,88.3%,716.1,84.1%,,,192.3,56.6%,851.1,86.3%,,,151.4,50.8%,3076.8,94.7%,1636.7,89.8%,1851.4,90.7%,,,,,,,,,18.2%,11,2,9,88.0,80.4,196.4,137.6,0.0,42.7,0.0,1.0
375,Opa1,Choroid Plexus,3182,1-Deoxypentitol,Plasma,Down,Down,,0.851,0.057,0.000,,,,,,,,,,,27,90.6%,3,83.3%,8,90.9%,27,96.0%,921.5,88.0%,298.4,59.2%,358.7,71.9%,3253.8,98.4%,857.9,83.4%,1613.2,96.6%,2239.3,90.0%,1011.2,80.4%,3833.7,97.6%,1027.2,73.4%,1568.9,83.2%,875.2,78.6%,3471.3,78.6%,,,,,,,,,,,,,35,93.6%,0,34.5%,35,98.5%,9,88.3%,716.1,84.1%,,,192.3,56.6%,851.1,86.3%,,,151.4,50.8%,3076.8,94.7%,1636.7,89.8%,1851.4,90.7%,,,,,,,,,18.2%,11,2,9,88.0,80.4,196.4,137.6,0.0,42.7,0.0,1.0
585,Fzr1,Choroid Plexus,3182,1-Deoxypentitol,Plasma,Up,Down,,-0.871,0.043,0.000,,,,,,,,,,,7,57.8%,1,73.2%,3,83.4%,7,84.7%,46.2,40.3%,258.3,53.9%,46.8,36.3%,0.2,18.2%,388.5,63.7%,2.4,16.7%,298.2,44.7%,277.5,53.1%,94.9,38.4%,237.0,43.7%,191.9,38.6%,142.7,41.3%,571.7,34.4%,,,,,,,,,,,,,35,93.6%,0,34.5%,35,98.5%,9,88.3%,716.1,84.1%,,,192.3,56.6%,851.1,86.3%,,,151.4,50.8%,3076.8,94.7%,1636.7,89.8%,1851.4,90.7%,,,,,,,,,18.2%,11,2,9,88.0,80.4,196.4,137.6,0.0,42.7,0.0,1.0
675,Tmem184c,Choroid Plexus,3182,1-Deoxypentitol,Plasma,Down,Down,,0.788,0.097,0.001,,,,,,,,,,,17,81.5%,0,34.5%,5,87.6%,17,93.8%,387.3,72.0%,454.1,68.6%,181.7,55.6%,151.8,52.8%,474.8,68.2%,82.1,41.0%,521.2,56.4%,661.5,72.2%,326.7,53.6%,1998.8,87.9%,1803.7,86.0%,889.2,79.1%,4691.6,85.7%,,,,,,,,,,,,,35,93.6%,0,34.5%,35,98.5%,9,88.3%,716.1,84.1%,,,192.3,56.6%,851.1,86.3%,,,151.4,50.8%,3076.8,94.7%,1636.7,89.8%,1851.4,90.7%,,,,,,,,,18.2%,11,2,9,88.0,80.4,196.4,137.6,0.0,42.7,0.0,1.0
303,Apc2,Choroid Plexus,3183,1-Hexadecanol,Plasma,Up,Up,,1.000,0.000,0.000,,,,,,,,,,,15,79.1%,5,87.9%,8,90.9%,15,92.8%,909.1,87.8%,981.5,86.4%,427.6,75.5%,894.4,87.8%,1014.9,86.9%,490.4,77.7%,4249.3,97.0%,3160.7,96.6%,3963.4,97.8%,112.3,34.4%,136.9,34.7%,177.0,44.5%,426.2,30.6%,,,,,,,,,,,,,11,72.1%,0,34.5%,11,93.0%,2,60.1%,98.6,48.9%,,,21.3,29.3%,197.8,56.1%,,,52.0,35.4%,3358.9,95.5%,2030.2,92.2%,2771.7,95.0%,,,,,,,,,0.0%,2,2,0,0.0,0.0,0.0,3190706.7,1552230.6,0.0,0.0,1.7
447,Kpna4,Choroid Plexus,3183,1-Hexadecanol,Plasma,Down,Up,,-1.000,0.000,0.000,,,,,,,,,,,8,62.0%,3,83.3%,1,74.8%,8,86.7%,4.7,25.2%,165.6,45.7%,79.9,43.0%,107.9,48.1%,519.5,70.4%,266.5,61.4%,835.4,68.5%,573.8,69.0%,1014.6,80.0%,317.0,48.3%,636.5,58.6%,959.7,80.6%,1913.1,62.3%,,,,,,,,,,,,,11,72.1%,0,34.5%,11,93.0%,2,60.1%,98.6,48.9%,,,21.3,29.3%,197.8,56.1%,,,52.0,35.4%,3358.9,95.5%,2030.2,92.2%,2771.7,95.0%,,,,,,,,,0.0%,2,2,0,0.0,0.0,0.0,3190706.7,1552230.6,0.0,0.0,1.7
48,Gm43339,Choroid Plexus,3185,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,Down,Up,,-0.843,0.070,0.000,,,,,,,,,,,16,80.3%,3,83.3%,1,74.8%,16,93.4%,3352.4,98.3%,1184.5,90.2%,1387.9,95.6%,1030.4,89.4%,562.7,72.1%,397.0,73.0%,1338.9,79.9%,1486.8,87.7%,807.8,75.4%,603.1,58.8%,311.3,45.2%,188.0,45.4%,1102.4,47.8%,,,,,,,,,,,,,30,92.3%,16,97.4%,30,98.2%,10,89.5%,9799.1,99.8%,,,2742.3,99.2%,9735.3,99.8%,,,3547.4,99.5%,6393.3,99.2%,3535.5,97.2%,4688.5,98.6%,,,,,,,,,16.7%,12,10,2,10798395.0,1169351.8,616933.6,729169.5,0.0,897.7,0.0,1.6
78,Por,Choroid Plexus,3185,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,Down,Up,,-0.834,0.076,0.000,,,,,,,,,,,9,65.8%,3,83.3%,3,83.4%,9,88.3%,16.6,32.1%,704.8,79.0%,50.1,37.2%,1869.4,96.0%,1294.5,90.7%,1022.1,91.9%,1005.6,73.0%,477.9,65.1%,1498.1,87.5%,200.7,41.2%,440.5,50.6%,211.4,47.3%,852.6,42.4%,,,,,,,,,,,,,30,92.3%,16,97.4%,30,98.2%,10,89.5%,9799.1,99.8%,,,2742.3,99.2%,9735.3,99.8%,,,3547.4,99.5%,6393.3,99.2%,3535.5,97.2%,4688.5,98.6%,,,,,,,,,16.7%,12,10,2,10798395.0,1169351.8,616933.6,729169.5,0.0,897.7,0.0,1.6
122,Lpgat1,Choroid Plexus,3185,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,Down,Up,,-0.812,0.096,0.001,,,,,,,,,,,19,84.0%,1,73.2%,6,88.9%,19,94.2%,540.5,77.8%,137.8,43.8%,200.4,57.4%,686.4,81.8%,110.9,39.3%,174.2,53.6%,1474.9,81.9%,562.6,68.5%,795.4,74.9%,126.6,35.6%,115.7,33.2%,55.0,30.7%,297.3,26.7%,,,,,,,,,,,,,30,92.3%,16,97.4%,30,98.2%,10,89.5%,9799.1,99.8%,,,2742.3,99.2%,9735.3,99.8%,,,3547.4,99.5%,6393.3,99.2%,3535.5,97.2%,4688.5,98.6%,,,,,,,,,16.7%,12,10,2,10798395.0,1169351.8,616933.6,729169.5,0.0,897.7,0.0,1.6
168,Cmtm8,Choroid Plexus,3185,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,Down,Up,,-0.847,0.067,0.000,,,,,,,,,,,16,80.3%,12,95.6%,2,80.0%,16,93.4%,492.7,76.3%,1816.4,95.6%,1097.8,92.7%,775.7,84.9%,1995.5,95.9%,1377.5,95.2%,3207.2,94.9%,2399.2,93.8%,2458.4,93.7%,102.9,33.7%,200.0,39.4%,81.4,34.2%,384.4,29.2%,,,,,,,,,,,,,30,92.3%,16,97.4%,30,98.2%,10,89.5%,9799.1,99.8%,,,2742.3,99.2%,9735.3,99.8%,,,3547.4,99.5%,6393.3,99.2%,3535.5,97.2%,4688.5,98.6%,,,,,,,,,16.7%,12,10,2,10798395.0,1169351.8,616933.6,729169.5,0.0,897.7,0.0,1.6
219,Tmem204,Choroid Plexus,3185,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,Down,Up,,-0.847,0.067,0.000,,,,,,,,,,,9,65.8%,4,85.9%,2,80.0%,9,88.3%,892.6,87.5%,769.1,81.2%,576.9,80.6%,890.0,87.6%,1479.1,92.7%,978.9,91.1%,452.8,53.2%,736.3,73.9%,1293.7,85.3%,577.0,58.0%,566.2,56.2%,284.9,51.8%,1428.1,53.3%,,,,,,,,,,,,,30,92.3%,16,97.4%,30,98.2%,10,89.5%,9799.1,99.8%,,,2742.3,99.2%,9735.3,99.8%,,,3547.4,99.5%,6393.3,99.2%,3535.5,97.2%,4688.5,98.6%,,,,,,,,,16.7%,12,10,2,10798395.0,1169351.8,616933.6,729169.5,0.0,897.7,0.0,1.6
375,Opa1,Choroid Plexus,3185,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,Down,Up,,-0.817,0.090,0.001,,,,,,,,,,,27,90.6%,3,83.3%,8,90.9%,27,96.0%,921.5,88.0%,298.4,59.2%,358.7,71.9%,3253.8,98.4%,857.9,83.4%,1613.2,96.6%,2239.3,90.0%,1011.2,80.4%,3833.7,97.6%,1027.2,73.4%,1568.9,83.2%,875.2,78.6%,3471.3,78.6%,,,,,,,,,,,,,30,92.3%,16,97.4%,30,98.2%,10,89.5%,9799.1,99.8%,,,2742.3,99.2%,9735.3,99.8%,,,3547.4,99.5%,6393.3,99.2%,3535.5,97.2%,4688.5,98.6%,,,,,,,,,16.7%,12,10,2,10798395.0,1169351.8,616933.6,729169.5,0.0,897.7,0.0,1.6
378,Aqp11,Choroid Plexus,3185,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,Down,Up,,-0.850,0.067,0.000,,,,,,,,,,,8,62.0%,2,79.6%,1,74.8%,8,86.7%,386.4,71.9%,96.3,40.1%,121.8,48.9%,2885.7,98.1%,1587.3,94.0%,1591.5,96.4%,28.5,24.6%,102.9,41.0%,1508.5,87.6%,396.3,51.8%,1117.4,75.0%,210.1,47.2%,1723.8,58.7%,,,,,,,,,,,,,30,92.3%,16,97.4%,30,98.2%,10,89.5%,9799.1,99.8%,,,2742.3,99.2%,9735.3,99.8%,,,3547.4,99.5%,6393.3,99.2%,3535.5,97.2%,4688.5,98.6%,,,,,,,,,16.7%,12,10,2,10798395.0,1169351.8,616933.6,729169.5,0.0,897.7,0.0,1.6
515,Col8a1,Choroid Plexus,3185,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,Down,Up,,-0.834,0.076,0.000,,,,,,,,,,,16,80.3%,8,92.3%,1,74.8%,16,93.4%,629.7,81.5%,2242.3,97.1%,1372.0,95.4%,51.7,40.5%,946.8,85.1%,515.8,78.9%,297.8,44.6%,373.3,57.8%,56.7,34.5%,958.6,71.7%,322.8,45.9%,358.2,55.8%,1639.6,57.1%,,,,,,,,,,,,,30,92.3%,16,97.4%,30,98.2%,10,89.5%,9799.1,99.8%,,,2742.3,99.2%,9735.3,99.8%,,,3547.4,99.5%,6393.3,99.2%,3535.5,97.2%,4688.5,98.6%,,,,,,,,,16.7%,12,10,2,10798395.0,1169351.8,616933.6,729169.5,0.0,897.7,0.0,1.6
632,Ric3,Choroid Plexus,3185,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,Down,Up,,-0.825,0.082,0.001,,,,,,,,,,,23,87.7%,14,96.7%,4,85.9%,23,95.2%,392.1,72.3%,2191.5,96.8%,1675.8,96.9%,366.1,69.7%,2310.7,97.2%,1849.7,97.7%,1078.4,74.7%,457.7,64.2%,587.2,67.5%,835.4,68.1%,727.8,63.0%,431.8,60.6%,1995.1,63.6%,,,,,,,,,,,,,30,92.3%,16,97.4%,30,98.2%,10,89.5%,9799.1,99.8%,,,2742.3,99.2%,9735.3,99.8%,,,3547.4,99.5%,6393.3,99.2%,3535.5,97.2%,4688.5,98.6%,,,,,,,,,16.7%,12,10,2,10798395.0,1169351.8,616933.6,729169.5,0.0,897.7,0.0,1.6
640,Dcaf12l1,Choroid Plexus,3185,1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,Down,Up,,-0.875,0.054,0.000,,,,,,,,,,,30,92.3%,4,85.9%,7,90.0%,30,96.5%,4184.2,99.3%,1657.2,94.9%,1580.7,96.6%,987.9,89.0%,872.3,83.8%,575.7,81.3%,5067.7,98.0%,4820.1,98.7%,2484.9,93.9%,3033.9,94.2%,1929.8,87.4%,2675.9,98.0%,7639.6,94.9%,,,,,,,,,,,,,30,92.3%,16,97.4%,30,98.2%,10,89.5%,9799.1,99.8%,,,2742.3,99.2%,9735.3,99.8%,,,3547.4,99.5%,6393.3,99.2%,3535.5,97.2%,4688.5,98.6%,,,,,,,,,16.7%,12,10,2,10798395.0,1169351.8,616933.6,729169.5,0.0,897.7,0.0,1.6
599,Glod4,Choroid Plexus,3186,"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",Plasma,Down,Down,,0.730,0.087,0.001,,,,,,,,,,,9,65.8%,0,34.5%,4,85.9%,9,88.3%,866.3,87.0%,0.0,7.7%,91.7,44.3%,5468.1,99.6%,187.0,46.4%,2037.5,98.0%,56.8,28.4%,1594.2,89.2%,6296.0,99.3%,384.5,51.0%,1037.2,73.2%,210.1,47.2%,1631.9,56.9%,,,,,,,,,,,,,21,85.9%,7,91.2%,21,96.6%,1,43.4%,2147.9,96.7%,,,493.6,77.9%,3835.6,99.1%,,,1211.7,93.9%,557.5,58.1%,365.0,57.2%,2813.3,95.3%,,,,,,,,,0.0%,1,0,1,14241863.6,15835923.9,17461229.8,22035339.5,43321928.1,33777295.0,14241863.6,0.6
136,Niban1,Choroid Plexus,3189,"1-Octanol, 2-butyl-",Plasma,Down,Up,,-0.757,0.078,0.000,,,,,,,,,,,9,65.8%,1,73.2%,2,80.0%,9,88.3%,134.5,53.1%,87.5,39.2%,107.4,46.6%,295.0,63.7%,307.4,58.0%,314.4,67.0%,1045.0,73.7%,941.4,79.0%,1024.0,80.3%,601.1,58.7%,1067.6,73.9%,734.7,72.6%,2403.4,69.0%,,,,,,,,,,,,,5,45.3%,1,73.2%,5,87.6%,1,43.4%,226.8,59.4%,,,72.3,41.9%,524.1,76.7%,,,223.9,58.1%,2088.4,88.7%,970.4,79.8%,1501.5,87.6%,,,,,,,,,0.0%,1,1,0,1105686.8,408573.6,544169.7,1429627.1,567966.9,443668.5,544169.7,0.4
163,Dynlt2b,Choroid Plexus,3193,1-Phenethylamine,Plasma,Down,Down,,0.881,0.062,0.000,,,,,,,,,,,32,92.9%,13,96.1%,4,85.9%,32,96.6%,1075.3,90.1%,3700.6,99.4%,2115.8,98.3%,2249.8,97.1%,4491.3,99.6%,3137.3,99.1%,2451.1,91.6%,1247.7,84.5%,2406.1,93.4%,1855.4,86.1%,2017.1,88.0%,1752.1,93.3%,5624.6,90.1%,,,,,,,,,,,,,26,89.9%,15,97.1%,26,97.6%,2,60.1%,1765.8,95.1%,,,475.5,77.6%,2080.9,96.7%,,,719.8,86.4%,713.1,64.7%,283.7,53.4%,414.8,57.2%,,,,,,,,,0.0%,2,0,2,0.0,29847.9,43316.4,70371.6,1835737.0,799213.0,0.0,1.7
698,mt-Tl1,Choroid Plexus,3193,1-Phenethylamine,Plasma,Up,Down,,-0.916,0.035,0.000,,,,,,,,,,,12,74.5%,8,92.3%,3,83.4%,12,91.2%,3.5,24.2%,210.2,49.6%,107.6,46.7%,3.2,23.0%,356.5,61.9%,159.0,51.7%,45.8,27.5%,15.2,27.0%,18.1,27.2%,,,,,,,,,,,,,,,,,,,,,26,89.9%,15,97.1%,26,97.6%,2,60.1%,1765.8,95.1%,,,475.5,77.6%,2080.9,96.7%,,,719.8,86.4%,713.1,64.7%,283.7,53.4%,414.8,57.2%,,,,,,,,,0.0%,2,0,2,0.0,29847.9,43316.4,70371.6,1835737.0,799213.0,0.0,1.7
3,Cope,Choroid Plexus,3194,"1-Phenyl-1,2-ethanediol",Plasma,Up,Down,,-0.746,0.074,0.000,,,,,,,,,,,9,65.8%,3,83.3%,1,74.8%,9,88.3%,4.6,25.0%,273.4,55.8%,54.3,38.1%,734.6,83.6%,1276.4,90.5%,988.7,91.3%,3756.0,96.4%,16.0,27.2%,919.0,78.5%,266.6,45.3%,1011.6,72.3%,739.3,72.9%,2017.5,63.8%,,,,,,,,,,,,,7,57.8%,2,79.6%,7,90.0%,2,60.1%,124.6,51.9%,,,30.5,32.3%,904.6,87.9%,,,96.4,43.1%,1501.7,82.2%,48.2,33.9%,525.9,65.5%,,,,,,,,,0.0%,2,0,2,6676587.5,6108668.2,6163670.4,4167928.2,1843683.8,659825.2,1843683.8,0.5
185,Nt5m,Choroid Plexus,3194,"1-Phenyl-1,2-ethanediol",Plasma,Up,Down,,-0.764,0.067,0.000,,,,,,,,,,,7,57.8%,0,34.5%,1,74.8%,7,84.7%,82.4,46.6%,109.3,40.9%,33.5,33.2%,352.3,69.0%,307.7,58.2%,139.8,49.3%,3319.8,95.3%,335.6,56.1%,847.0,76.3%,816.6,67.3%,1196.0,76.8%,1016.5,82.0%,3029.0,75.0%,,,,,,,,,,,,,7,57.8%,2,79.6%,7,90.0%,2,60.1%,124.6,51.9%,,,30.5,32.3%,904.6,87.9%,,,96.4,43.1%,1501.7,82.2%,48.2,33.9%,525.9,65.5%,,,,,,,,,0.0%,2,0,2,6676587.5,6108668.2,6163670.4,4167928.2,1843683.8,659825.2,1843683.8,0.5
71,Mfsd2a,Choroid Plexus,3196,"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-",Plasma,Up,Up,,0.796,0.092,0.001,,,,,,,,,,,6,52.3%,0,34.5%,1,74.8%,6,82.4%,296.4,65.4%,70.8,37.2%,63.3,40.0%,0.0,8.4%,0.0,7.7%,0.0,6.1%,844.0,69.1%,1240.0,84.2%,0.0,8.9%,1465.4,81.2%,638.5,58.6%,1544.1,91.2%,3648.0,79.6%,,,,,,,,,,,,,3,26.8%,0,34.5%,3,83.4%,1,43.4%,286.4,63.4%,,,15.4,26.4%,0.0,8.4%,,,0.0,12.5%,1476.8,81.9%,761.9,74.3%,155.7,43.8%,,,,,,,,,0.0%,1,1,0,1208644.3,1201474.7,1231538.7,1151914.9,0.0,0.0,0.0,0.9
456,Tatdn2,Choroid Plexus,3199,"1,1'-Biphenyl, 3,4-diethyl-",Plasma,Up,Down,,-0.886,0.058,0.000,,,,,,,,,,,7,57.8%,0,34.5%,4,85.9%,7,84.7%,3551.5,98.8%,296.0,57.7%,1478.1,96.1%,297.6,65.1%,0.0,7.7%,112.6,45.2%,573.6,58.6%,3792.9,97.5%,611.1,69.3%,923.5,70.8%,696.7,60.9%,473.7,62.8%,2093.8,64.8%,,,,,,,,,,,,,17,81.5%,9,93.4%,17,95.2%,1,43.4%,1892.0,95.7%,,,822.7,87.8%,135.5,51.4%,,,92.4,42.6%,583.3,58.9%,2206.0,92.9%,86.5,36.8%,,,,,,,,,0.0%,1,0,1,5677.2,0.0,569.3,5969.0,168850.3,395794.5,569.3,1.6
303,Apc2,Choroid Plexus,3200,"1,2-Benzenedicarboxylic acid",Plasma,Up,Up,,0.764,0.086,0.001,,,,,,,,,,,15,79.1%,5,87.9%,8,90.9%,15,92.8%,909.1,87.8%,981.5,86.4%,427.6,75.5%,894.4,87.8%,1014.9,86.9%,490.4,77.7%,4249.3,97.0%,3160.7,96.6%,3963.4,97.8%,112.3,34.4%,136.9,34.7%,177.0,44.5%,426.2,30.6%,,,,,,,,,,,,,15,79.1%,7,91.2%,15,94.5%,1,43.4%,811.8,86.3%,,,245.3,61.9%,769.0,84.6%,,,124.4,47.0%,1877.5,86.8%,1386.4,86.7%,1393.0,86.5%,,,,,,,,,0.0%,1,1,0,44819357.9,0.0,49156887.9,48331151.6,12948456.8,2301.5,12948456.8,0.6
272,Mrps18a,Choroid Plexus,3201,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,Up,Down,,-0.873,0.079,0.000,,,,,,,,,,,11,72.1%,1,73.2%,3,83.4%,11,90.4%,271.4,62.3%,216.6,50.1%,206.4,58.2%,135.3,51.4%,31.8,29.1%,20.6,28.4%,1250.8,77.7%,518.7,67.1%,322.9,53.5%,1578.2,83.2%,1531.6,82.7%,1683.0,92.8%,4792.8,86.2%,,,,,,,,,,,,,49,96.8%,0,34.5%,49,99.3%,1,43.4%,197.6,57.4%,,,62.4,39.7%,123.8,50.0%,,,19.5,28.0%,1677.3,84.1%,997.6,80.2%,933.9,78.8%,,,,,,,,,0.0%,1,0,1,30870.4,32257.1,18280.5,27685.7,0.0,0.0,0.0,0.9
702,Sox13,Choroid Plexus,3207,"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,Down,Down,,0.864,0.048,0.000,,,,,,,,,,,7,57.8%,2,79.6%,3,83.4%,7,84.7%,567.6,78.9%,151.2,44.8%,175.0,55.1%,421.0,72.3%,25.2,27.5%,18.8,27.4%,527.0,56.6%,799.1,75.3%,431.4,60.7%,86.3,31.4%,51.0,25.8%,24.3,23.8%,161.6,21.4%,,,,,,,,,,,,,29,91.8%,14,96.7%,29,98.0%,1,43.4%,1495.8,93.4%,,,764.6,86.4%,1397.4,93.0%,,,588.9,81.7%,1487.2,82.0%,584.1,69.6%,778.0,74.3%,,,,,,,,,0.0%,1,0,1,751374.9,600688.8,507506.1,0.0,2940464.0,1650239.0,507506.1,1.0
220,Ubl3,Choroid Plexus,3211,"1,3,5-Benzetriol",Plasma,Down,Down,,0.776,0.093,0.001,,,,,,,,,,,35,93.6%,5,87.9%,15,94.5%,35,97.0%,2370.8,97.1%,1723.8,95.1%,1566.7,96.5%,3459.1,98.6%,2050.2,96.2%,2050.9,98.1%,2337.6,90.5%,4795.2,98.6%,5717.1,99.2%,895.2,70.0%,988.2,71.5%,416.5,59.6%,2299.8,67.6%,,,,,,,,,,,,,27,90.6%,2,79.6%,27,97.8%,4,75.3%,1743.1,95.0%,,,1282.7,94.3%,1653.0,94.7%,,,641.7,83.9%,2683.9,92.9%,3012.6,96.0%,2938.4,95.8%,,,,,,,,,20.0%,5,1,4,6480.1,7131.3,7821.2,7934.8,0.0,15439.5,0.0,0.9
