,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,LPS944_160124,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124
1-Cyclopentylethanol,113808.804,104092.9923,130516.2235,107348.1013,99716.38521,0,0,128041.9314,0,102397.6655,186243.3377,114715.9924,0,132774.005,135745.7261,117381.9042,0,119921.9931,127298.1032,122902.1611,0,105247.9088,129700.8649,0,0,29050.56466,41318.80405,42176.86951,40893.59699,43926.49189,39600.48136,44601.68876,72929.3599,42403.17573,42270.27515,81862.19064,54332.80702,83189.44952,82023.41489,85002.62601,86290.78804,77068.19332,91219.26006,97319.04171,92060.92223,59624.78662,90994.48735,93356.52792,90807.90495,89711.39091,87618.34677,68778.22814,97593.62593,38063.25402,97746.53542,98783.76101,80985.65094,74494.24094,84855.37585,85553.44589,86768.67011,82253.32653,63479.68941,90428.71475,88451.74682,89756.4825,95236.06538,88693.35595,91340.57524,99732.89728,45987.5114,90117.42903,45801.12665,92344.85463,89672.59446,91403.08639,113013.8775,71301.21467,75311.27328,102278.7263,81123.1703,70990.11985,102324.2547,82529.18135,92481.78882,119753.4397,109294.6905,111575.2402,98262.43454,124481.4681,52685.9929,103877.8912,110346.8302,102478.2314,103321.233,76767.17295,109524.0545,0,86294.72725,123873.1382,108259.6613,114351.8075,112543.9182,91321.24481,92478.28399,100236.651,83034.21267,146440.3572,160286.6238,132375.899,117760.3752,89105.12265,124873.2603,108949.6005,107737.5699,149276.3164,90670.07169
"1-Decanol, 2-methyl-",38590109.25,41338101.46,51903221.25,35545816.44,37471142.7,38508324.74,40801677.03,34130782.3,40524466.81,39792415.17,38384334.14,36570743.39,38278563.14,35870908.98,40558565.9,0,38016309.1,41797259.42,39028576.35,40740964.37,28566374.59,40129631.1,28948460.13,39455335.9,46014210.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119121.4604,0,0,0,0,0,0,0,0,0,2194470.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763067.871,0,8090624.417,0,2780042.478,5552167.459,0,3492385.924,0,3359758.542,0,0,0,0,0,0,0,99600684.61,7758804.306,8348480.634,0,236081264.5,206915956.8,0,45749384.19,0,0,0,244562280.8,173414929.2,0,282225489.8,251693278.8,272345511,259432520.2,216579879.8,204303237.9,193438043.9,85389370.32,0,262203151,393736027.2,270054636.7
"1-Decene, 8-methyl-",6757324.556,0,2641164.15,642920.9002,769054.5015,6076977.402,0,790129.5188,863327.5131,1764165.308,0,0,2152305.764,3569955.193,1562942.565,759091.5562,0,0,3012900.675,1764894.93,3973034.232,363284.7375,3453087.81,1003013.32,3579873.596,0,0,31858.20736,0,0,0,0,0,33542.64746,0,0,138870.2216,31951.51669,5043345.412,8157225.296,11963908.4,0,0,29813.37746,0,0,0,0,0,8646851.527,0,0,46441.17795,0,0,13831927.51,164303.6266,131060.8101,8859377.303,2321118.807,0,0,0,0,145580.7729,178048.6132,0,0,0,0,6106143.696,8559733.724,11768735.29,72828.58947,12265252.03,69309.78905,12234249.88,11968137.87,0,0,5537.210265,26022.44479,14750587.49,42376.82257,0,0,0,5066.280499,0,3046.14892,0,0,0,0,0,0,1806.150195,0,0,0,3110.70197,0,0,4053.912311,0,0,0,0,2609.90558,0,1126.402191,0,1327.577363,2477.608359,0,2599.657573,2502.515216
1-Deoxypentitol,0,0,0,0,0,0,0,12.08545037,0,0,0,0,0,0,885.3867681,278.2249607,0,4.601872618,0,0,0,16.00476425,1026.390191,0,0,206.3386901,206.3947352,204.1334949,196.4268553,140.1083731,0.960301574,132.1376417,197.4642632,172.6099662,257.0814441,0,296.1912159,0,0,0,272.2982129,102.5407995,170.4530822,45.38678571,194.5397357,0,187.2512031,0,186.0932272,120.8919069,0,22.09881006,120.6638587,83.18805927,88.0715711,123.6902405,0,88.01127762,115.7623435,129.3445677,0,170.227945,133.4975394,0,0,54.57347329,137.5877955,79.59810865,46.90659575,111.174029,154.6444485,108.6247662,162.7406581,0,139.5618667,176.5112153,80.2321507,51.5923758,58.40199435,0,128.5795095,80.394647,0,66.96773343,90.35428395,90.97701068,52.25076709,108.2292075,30.78327999,59.94582858,0,42.67095204,64.20362394,0,16.32202013,46.44027862,0,0,0,0,0,0,0,0,1.989840807,0,0,47.3683638,0,0,0.694606642,0,0,0,7.751433787,0,0
1-Hexadecanol,1566553.947,3817436.838,1552230.641,1457877.796,3353195.106,3414842.342,1583868.158,1312837.08,3438243.901,1998003.602,3120907.649,1627832.903,1261242.318,4515444.972,3272592.649,0,3578041.119,3011910.306,1544331.238,3865117.904,5376302.161,1441651.337,1619313.474,1555614.611,4003300.489,0,29944013.09,9164186.554,38733913.54,0,0,0,11992188.33,13761227.74,0,0,29977124,38028631.4,0,0,6381413.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4486374.051,0,0,0,0,0,0,0,0,0,0,0,0,0,406968.3499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10036705.39,0,0,7123414.502,0,0,0,0,0,0,0,0,0,8492433.051,0,0
1-Hexanol,0,81588.92378,0,45730.66204,15074.42881,0,31549.77181,0,0,76618.17774,0,27607.20362,39307.83916,0,0,0,0,21004.22411,0,0,0,0,0,22415.47547,0,3632.820505,23181.66417,11662.59087,24515.13869,21417.80078,17420.85526,13464.9004,0,18368.0055,16954.9648,25753.10063,24527.43899,24065.96992,3636.985748,19291.4599,10561.04124,0,28282.52515,30591.30164,24274.31153,9416.337264,27224.09612,12257.43364,27500.77853,0,3442.813741,34409.9777,3695.829506,0,22835.52342,19440.88727,17649.16108,0,4101.449169,0,27153.65231,19599.27698,19374.29715,12210.60885,24411.60178,6174.919511,59080.16771,12185.92325,31017.1391,29950.25939,17666.30031,20006.09726,19234.5459,0,27476.21857,23348.2689,31042.54278,28345.77665,21169.59473,31600.6499,16673.75277,0,37780.44821,0,17625.85268,18258.51026,16913.48478,0,0,7655.515439,14667.84707,25302.73864,14720.65478,7395.997592,12895.28993,14656.12237,5081.567775,1756.330695,6981.253014,24028.13016,0,22979.05856,23555.31426,11911.68012,2988.260202,8717.891769,4443.040539,5237.748085,10739.00142,10266.18427,17354.47929,11843.99316,8875.859311,13647.54744,21946.39629,30374.22706,10736.54208
1-Hydroxy-3-methoxy-6-methylanthraquinone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24681331.88,5389237.712,2495163.795,0,6193061.744,28257448.51,0,18718792.35,11201097,28288242.27,418021.3698,0,0,616933.6378,860911.2186,809743.3217,648090.3503,778444.7485,617264.3082,0,716796.6884,1007740.192,741542.3893,753275.4904,650340.6533,0,826417.8126,467320.0822,877085.8037,19965860.09,14777270.4,11315494.87,5305526.593,10978123.6,14195935.1,15425307.71,1071228.693,0,4652455.021,0,0,4885077.341,27052728.81,17025236.92,10798394.98,1592906.872,7076538.695,13099462.37,15667621.16,24282620.33,17366133.97,18168134.66,10699933,17884108.78,32838303.89,3811441.322,2960265.927,3345543.731,624086.7791,1381997.233,1169351.83,0,608346.4891,1090898.095,0,675882.2722,1664537.826,0,4790875.203,5594281.534,0,0,10525.2918,5665.147212,0,0,8698.556263,897.7457837,7700.068707,7270.799712,0,0,0,0,0,0,0,0,0,0,5665.869888,6144.275641,0,0,0,0,0,0,0,0,3928.491949,2882.415528
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",19923785.32,70635253.98,43321928.09,40476017.66,31170801.46,40589222.77,52357304.66,75837004.53,26716442.3,32016192.26,42984669.87,31565683.74,22252329.34,45257862.63,30802093.65,18948896.27,24812816.36,60515021.14,39766210.8,45714662.58,43316075.72,48701665.79,24959600.39,56864857.12,43972003.36,17461229.77,16343304.07,23133147.01,18364204.77,17687243.37,16096844.06,15341171.44,20473091.3,16492389.23,25838302.7,22649251.02,27873881.44,17188215.01,21857313.99,14276826.21,22213365.03,35115520.06,29634936.14,19160140.96,19679517.23,34533905.58,26672502.59,17272907.15,23529865.11,21097707.87,14371464.86,14676656.93,20412328.42,13539121.49,8586011.798,20258134.19,14969923.48,10089854.57,21857332.62,17776933.44,16065698.88,14707023.4,12557591.31,14241863.62,14080003.11,14072370.61,29861017.27,13403964.04,11135771.37,12841119.22,19634829.02,15835923.92,14067984.09,16196410.68,16900524.97,18886013.74,14433664.85,12668187.26,15120174.14,20634265.35,17696902.32,14351261.56,20725608,5292025.145,9383946.767,148425394.8,166937262.6,143942958.9,23026861.06,0,41682793.56,33777294.97,37615502.94,32342312.32,47987069.92,27293228.99,130482180.7,162850388.5,135594565.1,222758347.8,119744153,31182016.71,21522306.05,27472539.4,56187942.87,24083398.06,157670977.9,188535503.3,162373916.3,184594389.6,171428025.3,246410244.7,140819195.4,17508940.8,35684548.74,21305329.02,12087927.24
1-Monoacetin,93717.35278,226185.1541,146593.7814,491933.1443,12787.49968,123475.0767,149137.7002,146346.1381,122322.321,111142.2867,152314.939,136829.4851,103892.2747,219189.3976,170774.7524,206908.0415,121627.9395,240214.2925,256775.1744,152687.7122,289184.2604,279506.3422,319851.9661,278998.2601,271424.8626,27259.05925,32583.75717,34691.2348,30073.60432,36434.63425,0,35910.77097,0,32395.87451,32084.5225,35261.71365,36230.41776,32168.61686,35967.59921,0,32203.53713,0,43087.16762,41475.59334,36618.56595,40327.84503,41225.56177,40682.00612,39770.45758,40511.11785,39735.13436,59550.63481,58492.51292,14889.00463,58022.79537,59229.40827,38458.26168,38597.93747,0,33802.03937,35260.03965,35172.45164,40678.07748,19999.06492,0,40245.8323,43028.92266,41548.05812,0,46947.27679,38023.59886,45540.76974,43759.13594,47942.34789,46147.76851,47847.40479,60482.76277,59602.35039,0,58578.18963,46058.50147,44818.29737,60938.32911,35631.58833,43239.99051,877127.7368,792955.7315,801278.3532,0,1970027.048,0,0,0,0,0,0,455438.264,1116486.423,819308.6491,1084906.949,1075115.127,58654.25625,0,0,0,0,1610996.099,716470.5309,378100.2657,762669.6565,694166.254,1850767.713,1334622.218,0,0,0,0
1-Octadecanol,1097603.826,4256257.49,1460006.797,1635980.311,1549153.508,3191999.563,1819372.927,0,3052613.134,1571193.329,2677299.843,1981195.719,0,5422656.207,3102963.667,1121179.359,3046888.561,3499730.777,1598118.313,3915876.662,5214046.19,1870562.029,1273678.435,1771887.043,0,1997781.912,1925124.858,1798884.465,2043339.297,1870030.488,1735003.721,1652405.836,2161700.789,1709869.266,0,1838954.129,1886508.83,2270232.019,2272685.951,2184170.083,2676513.406,3280964.306,1536186.736,2321951.158,3049292.458,2882177.887,3021690.633,2481664.538,2002207.758,4356617.58,2507532.249,3240930.959,3797910.084,2446822.061,3554846.774,4497893.627,3389514.496,2626853.33,0,2586447.048,2480423.106,2156067.466,2996223.455,2143382.971,2563861.215,2439681.696,2555408.355,2518077.66,0,3065758.183,2904132.121,2823606.103,3260002.337,4535062.339,0,4794616.308,4585450.99,3707963.236,2792314.906,3972667.726,4284149.361,2863235.236,3655234.684,2925836.545,2952978.389,1784346.059,2303107.857,1296178.283,1907845.325,2347606.386,4281021.148,2124952.748,2052974.698,2191991.267,4109848.093,2456051.29,2006353.725,0,1456090.611,1404497.838,486709.5756,3956642.295,2182295.364,2438788.975,2143205.861,2270034.33,1293937.352,2512666.754,5670640.189,3236401.135,2407833.116,1786639.168,1443133.758,2159632.452,2227521.476,2040519.524,4360581.905
"1-Octanol, 2-butyl-",97319.95752,1116377.16,1659602.17,1399860.124,0,1552885.655,0,1002934.845,1123419.147,1757795.235,492989.9873,0,514251.9649,0,751169.3917,512685.2891,966077.4328,1935121.047,0,902443.7598,0,0,442888.931,85743.8074,1593061.908,492388.4396,544169.6941,252339.2275,583834.2033,802417.9031,387255.6803,1678734.362,1499855.839,1538318.218,1359398.326,1062571.6,791075.0232,1526981.447,783480.4339,716872.433,1786545.419,1560592.968,2220142.136,910822.4507,2170191.356,1285180.447,441703.22,515999.0659,1095549.701,491794.7125,296811.3881,2115541.079,1827465.455,397715.0128,1974724.122,1105686.776,1138346.977,1351037.892,636654.9714,1180932.33,905209.5718,728273.967,1564472.879,195355.0153,900896.9773,922416.0019,636148.9769,1268840.042,590457.5063,1496304.713,634984.0126,294705.2208,625570.3141,345012.5301,472428.3245,149119.696,227027.7275,653516.426,678244.7252,208991.5675,353368.5771,249119.7296,408573.5905,925733.4569,643621.561,290507.1942,226835.4139,111689.5587,567966.8528,570317.1344,705027.7547,158492.7063,231799.1075,443668.4728,575323.2297,88987.97438,529840.3786,454035.0247,247194.0868,668174.9848,530721.3192,410466.9208,597321.7226,97303.40155,601989.4354,773090.5571,938754.5851,889561.0045,682995.9262,334682.7903,257791.295,706501.7082,387042.5698,924621.7521,662146.4513,1506001.965,571300.6347
1-Octanol,157749.1025,188882.7749,208738.23,202715.0006,176127.9052,195743.7482,183115.3799,256142.418,168849.6652,157128.8759,196794.0475,166761.1808,200626.1436,179165.3972,181499.0679,180525.9144,177638.0001,167768.1292,204689.2834,168583.3093,196327.0306,155535.9935,166919.8854,158325.1775,0,0,16799.72916,129856.4685,5038.888513,118352.6437,220798.2001,246599.7233,220253.3608,0,0,220578.5975,10802.56372,5879.796188,0,160642.9076,195795.704,188469.3138,322393.3789,238875.0971,302042.7168,191721.7978,293081.4321,140518.4734,5912.146979,24600.17375,267902.071,228203.9916,272021.1051,223613.2104,249524.0123,0,237964.2903,223237.4493,0,14947.22727,202113.944,228844.3857,229263.186,240326.1954,13985.15939,13347.0337,269320.9205,10310.1989,0,0,0,151669.9094,205585.082,0,21020.16461,0,176334.8727,235549.5262,258748.6637,275254.6092,296477.7808,13034.02243,99737.56279,174545.7853,261759.6905,0,18901.45719,0,349889.7049,175932.9653,14532.64628,284972.2688,288313.4772,0,309727.3429,279451.7298,0,360400.0724,345884.0008,256084.5332,33028.12725,387663.1111,436355.8975,211833.7352,269331.3268,260536.3679,295102.5311,419502.8947,391188.8943,351557.4839,367826.8635,398255.6881,378041.4974,405855.1425,352609.3009,425580.5745,344360.4382
"1-Octene, 2-methyl-",1285885.124,1319955.051,1400021.791,1499873.875,1313046.067,1383777.436,757392.1311,1457079.596,1479395.089,1277937.252,1486868.268,1408729.409,1359164.955,1429439.337,1478586.606,1646379.728,895409.8225,1408176.337,846034.9439,1381690.653,1506480.135,1427198.577,1481292.434,1423975.421,1006440.31,1187370.346,1818335.88,2069421.31,1978871.232,3152230.725,3200806.627,3280593.178,2009560.232,2072878.028,2552396.195,1748375.728,2160640.392,2758687.35,1124732.296,948329.6629,1417046.315,1353840.061,2724447.458,2687680.71,2518808.669,2329923.803,1185465.765,857518.0219,1602925.151,1722430.066,1761543.935,3243351.497,3414995.535,2775857.361,3101909.262,2850811.498,1040443.494,1914019.893,401402.8452,0,99449.40574,1005558.795,1239208.751,453132.4952,1563012.022,793259.6358,1817823.988,2553056.317,0,74361.30655,1342667.791,1073244.255,1944146.974,1689766.926,3488933.566,1405846.34,2399931.49,2869954.343,1009250.52,3260882.139,0,1163596.989,3328795.092,848986.7771,1475294.906,0,619624.0131,0,676182.4521,0,817718.253,975074.8998,699963.187,687158.8618,0,1405640.926,949608.4326,38829.39618,0,0,0,0,1367746.688,853820.7827,0,523409.5577,0,0,0,978473.5125,55340.29168,71649.01822,742812.9281,93145.13841,0,454555.5817,200242.6829
"1-Pentene, 3,3-dimethyl-",0,0,0,6816839.027,0,0,0,0,0,0,0,0,131258.1741,0,0,3295959.653,310278.5774,1765497.316,4823759.19,0,4690657.506,3498671.08,4030738.996,0,6843827,0,0,0,0,8304461.618,0,0,0,0,0,0,0,0,0,0,8804491.658,0,0,0,0,0,0,0,8686909.012,8744247.359,0,0,0,0,9027764.707,0,0,0,8019795.588,0,0,8310647.09,8596089.866,0,0,0,0,9350626.583,9059190.388,9360941.151,0,0,8962883.892,0,0,0,0,0,0,9183082.012,0,0,0,0,0,8647981.797,4049157.661,2587833.325,0,0,0,0,0,0,0,0,0,1422841.406,1999701.466,1683499.669,0,0,0,0,0,0,9770105.145,0,274417.2421,7312472.147,0,2434447.431,3067278.247,0,0,0,0
1-Phenethylamine,1628086.377,0,3048673.961,1053979.632,1260800.925,1835737.045,1168700.455,2893370.807,2682000.968,0,1952127.062,1615376.34,3828778.924,3220024.093,2669738.334,5480743.236,6211183.367,1076618.197,2900089.281,1317508.377,1685792.098,1127140.31,3594413.025,1284713.687,3930455.539,0,55234.55589,43316.36683,0,67462.20584,42739.9227,103481.2232,0,189670.2687,44831.25341,76686.12388,100487.5874,16039.08064,15430.06558,81906.86294,64057.10842,98841.82848,0,0,40406.06143,78066.93612,47553.84555,0,60457.88451,69006.1784,90072.41536,27714.47412,23228.89702,0,24036.5672,0,22705.11361,0,0,0,15189.34316,0,0,24549.1367,0,28574.92028,0,35914.20957,0,0,39006.82209,0,44105.22473,29847.93974,27731.90792,38463.69415,0,0,0,37900.96656,41153.96855,0,0,35939.07807,41782.79237,15050215.81,8545264.254,10650632.41,0,3469803.175,0,799212.9735,1254712.223,1226425.588,0,0,6648991.931,13752945.3,11691787.19,11806994.95,18319128.7,2065053.93,2014168.425,0,471106.4702,0,11053127.59,14930683.44,10198808.12,13292298.15,12718664.22,29841579.43,26840181.11,0,0,1391162.062,0
"1-Phenyl-1,2-ethanediol",1474128.314,4417153.514,2012887.597,1843683.755,4731012.934,4571472.872,1666915.379,1850100.889,5157064.807,1910799.646,5140088.95,2312046.386,1728431.2,5169922.052,4595495.107,2781054.128,5503468.572,4601249.044,1747261.222,5084065.773,4320843.075,2478753.416,2451584.936,1717772.372,6412408.565,2758452.018,6186667.08,2222759.454,6163670.382,7019444.198,5708990.304,7237122.904,1985903.912,6266006.958,3257933.662,3411096.198,3818207.056,7964862.228,4517649.275,6117996.766,5036036.813,2266130.382,5740235.025,3174418.044,6253194.874,2876461.047,6209582.977,3209968.047,5283084.485,4986239.216,3694674.257,6975211.016,6676587.477,8327731.456,2670600.387,4250339.004,7313410.629,7792746.284,3258391.466,4182223.308,4873010.546,7959521.261,8186590.316,7500599.584,9105623.367,2834927.266,6599777.292,7749728.954,4953321.224,4672857.474,7317887.969,8475015.738,8037115.366,7059491.623,4338216.89,6394994.691,6105061.447,5017651.96,2442964.346,3748932.818,6690087.143,3793049.924,6108668.214,6523031.36,3147799.103,0,0,0,786820.4191,0,0,0,723394.7761,868694.7136,814761.1286,659825.1588,0,0,0,0,0,0,0,572449.0851,0,0,0,0,0,0,1043218.473,0,0,0,790017.0064,771438.6999,729308.3509
1-Phenylethanol,0,59277.53321,0,0,0,0,0,110567.5647,0,0,0,0,92856.22671,0,0,297874.7843,0,0,0,0,372937.8143,0,496753.4027,0,583908.2324,0,0,0,0,0,0,0,593939.4104,0,0,0,730818.2738,1320594.172,0,0,0,0,324336.4735,530440.6558,0,565829.3739,0,0,1715397.06,0,0,0,373225.2735,0,362918.104,0,1141384.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4534.95934,0,0,0,0,0,0,0,0,0,0,0,782.5145861,0,0,79.67467184,0,0,0,0,0,0,0,0,0,140.8422645,3773.68644,4094.508019,0,0,0,0
"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-",0,0,0,3613283.911,0,0,0,572853.3337,295544.1057,0,0,530037.6354,1320756.736,804191.5883,0,2305488.592,0,1753935.334,2435995.146,0,2787043.398,2811987.149,1956866.171,782342.4645,2904659.695,826918.1866,1276894.798,1310679.298,1144293.399,1231538.705,1200369.541,1244343.236,666443.5757,1321620.463,1170334.468,940802.9752,1133495.293,1247670.843,870846.2216,965757.4436,1329506.84,1333535.471,1235193.896,991282.3052,1264410.02,1087484.486,1040713.617,744884.2193,908109.3792,1272067.552,1246513.487,2203919.127,2314145.443,1022776.036,2235610.147,2121693.25,1277403.988,1528035.748,0,645337.277,704157.9389,1599862.183,995882.2504,0,1208644.282,1216502.073,944704.221,1258288.664,764286.3077,0,961374.2454,1531105.295,879327.388,1280522.349,1169542.342,1087534.668,0,1984362.403,1327258.031,2005797.527,1201474.711,927329.3378,2168321.982,865334.1986,1293698.392,0,0,0,0,3969213.261,0,0,0,0,0,396409.3982,0,0,0,0,0,0,0,2222591.744,0,0,14544115.11,0,0,0,4481357.8,0,0,0,0,0,4136668.179
"1-Propanamine, N,N-diethyl- ",13576600.02,14848462.25,15592794.1,15688016.12,13301536.8,14779515.03,14679833.71,15216287.83,14964316.39,14176225.11,15926737.13,15521503.33,14524388.45,15357646.64,14542758.74,16475892.68,15780261.38,15243954.37,15220704.26,14865578.11,14977169.01,14529858.16,15841208.06,14693460.54,16384368.61,11226703.92,11843590.56,12740483.6,12568365.44,13208031.91,13526357,13466147.43,12552420.4,13787664.99,13386502.06,13508310.57,13447673.72,14089613.59,13207242.62,13771372.43,13665762.58,13914470.75,15212562.89,14895945.42,15025987.66,13762259.83,14291748.82,15617073.83,14747974.43,14468359.25,13652415.08,17956076.37,17976285.8,14897864.96,17717203.17,18066267.24,13897355.25,15112364.13,13972350.61,14440232.91,14801930.33,13849601.3,13773705.08,13810173.47,13874979.08,13815857.87,14329816.51,14328906.5,14932149.85,16636074.74,15003856.95,15467121.47,15099111.19,16400121.91,15968092.3,15176030.98,18565153.33,17838096.84,14948701.31,19037123.21,15843522.02,15663376.04,18506715.79,14981220.7,15143192.52,15172343.94,14345282.14,15363319.98,15120595.88,14872780.64,15564235.19,15796155.45,13772987.08,14816728.95,14873898.75,15177182.8,16181100.59,15574389.57,15104672.78,16202492.22,16607950.74,17772777.8,18192498.28,14679969.81,14366160,15513155.88,16398611.25,17027986.63,16412960.93,17664859.38,15915227.95,16445511.54,17077529.3,16868414.5,17680935.1,21625117.58,18205329.05
1-Tetradecanol,3040219.463,3079626.628,6420932.623,5972976.474,4260199.253,1351878.937,2879553.446,4366973.537,3030036.036,4250033.872,5956200.613,3304223.13,4060530.523,3471422.716,4805193.667,1521769.864,3208910.282,1700033.783,3500422.427,0,1804527.118,4817998.913,3375995.584,3105791.994,4613602.456,0,0,0,26359028.85,0,23105518.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30039480.1,0,0,0,0,6738155.135,37683810.82,25186357.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31401672.24,0,34683069.71,75795778.22,0,25168377.38,2227603.57,10715341.28,0,10419084.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234927.786,0,0,0,0,0,0,0,0,0,4194134.762
"1,1'-Biphenyl, 3,4-diethyl-",198956.284,168850.2555,116466.441,209855.3629,117476.9624,240013.0619,166928.3184,154081.2115,104709.5551,178500.6575,352381.5327,165442.4522,237387.3555,219760.4579,184717.6547,304588.4027,232675.5176,185075.6595,221643.8115,251183.4307,171980.9045,297895.1009,242669.8602,255637.9053,221027.7205,0,6622.461747,0,0,3641.184707,569.307546,3957.327269,2867.282463,6662.749917,5628.752848,7569.20231,8365.885283,0,6329.624364,0,0,6309.175596,6388.500037,0,7779.59091,6998.873381,4109.940459,4321.440644,0,4075.158638,0,7183.144145,6287.15492,0,0,5704.347068,0,0,5677.177335,3402.484239,6250.530613,0,0,5976.077276,0,7874.376976,0,6599.577614,7565.407598,7269.142238,0,0,0,0,0,6769.953854,6882.55993,0,0,0,0,0,0,0,0,798866.3502,397489.1137,0,377934.7704,309228.279,218686.9585,277508.8033,438446.1094,395794.5295,504677.9717,742198.1759,1313984.722,488187.9267,253675.2441,537030.4902,684860.2703,853431.74,762730.1386,901663.3353,327987.6179,314000.2961,1203440.98,830887.4482,584582.2666,0,1344669.958,464229.064,0,202879.4625,188728.6597,729801.276,471532.5534
"1,2-Benzenedicarboxylic acid",11875262.11,30373031.36,11092449.31,15354551.06,24216773.89,29844737.94,12948456.75,13653297.9,26782502.83,12304090.26,34594687.87,12323523.12,15609482.43,31577680.85,29280491.39,18912397.62,26482798.6,26689531.3,16071118.46,29651730.03,26190135.75,15734757.28,14490968.91,12259369.33,33203283.7,51850135.14,41582585.88,37014403.33,42033205.22,49156887.86,51398038.94,50057639.35,36748838.23,57178811.26,56843960.8,42603146.01,46727360.52,49934942.65,67155762.27,45942748.52,39840797.55,55466284.12,50534895.9,39547350.9,47110327.5,37143542.46,48173914.94,43797507.95,41141756.98,39146150.1,45203941.55,52365010.63,48965501.37,52287588.72,50335396.21,48993524.64,44819357.88,57461382.89,33813589.65,31888840.08,41976576.66,47527913.18,48368977.92,42404945.42,49434413.37,42553199.33,0,0,33571986.24,0,0,0,0,0,0,0,64124239.3,0,0,0,0,0,0,0,0,4164.197867,3671.413441,4717.969601,1584.223707,5508.26895,1995.789514,1884.799551,2301.500615,2378.041552,2438.712613,2146.117093,4269.90774,57339.96587,4206.524081,4776.879326,4238.523044,2051.707617,1665.034041,1665.33416,2184.568397,2565.350642,3815.27752,5556.800978,6593.848428,4729.418837,5678.004897,6032.441289,35953.07093,1656.974292,1945.539426,2286.36973,20533.71105
